#           k/h    P           
   0.283796E+00   0.108823E+04
   0.289158E+00   0.104408E+04
   0.294521E+00   0.100514E+04
   0.299884E+00   0.971274E+03
   0.305246E+00   0.941462E+03
   0.310609E+00   0.914337E+03
   0.315972E+00   0.888570E+03
   0.321334E+00   0.863042E+03
   0.326697E+00   0.837022E+03
   0.332060E+00   0.810348E+03
   0.337423E+00   0.783403E+03
   0.342785E+00   0.756847E+03
   0.348148E+00   0.731342E+03
   0.353511E+00   0.707405E+03
   0.358873E+00   0.685336E+03
   0.364236E+00   0.665159E+03
   0.369599E+00   0.646626E+03
   0.374961E+00   0.629329E+03
   0.380324E+00   0.612846E+03
   0.385687E+00   0.596816E+03
   0.391049E+00   0.580971E+03
   0.396412E+00   0.565178E+03
   0.401775E+00   0.549488E+03
   0.407137E+00   0.534089E+03
   0.412500E+00   0.519192E+03
   0.417863E+00   0.504938E+03
   0.423226E+00   0.491409E+03
   0.428588E+00   0.478650E+03
   0.433951E+00   0.466636E+03
   0.439314E+00   0.455250E+03
   0.444676E+00   0.444326E+03
   0.450039E+00   0.433736E+03
   0.455402E+00   0.423413E+03
   0.460764E+00   0.413305E+03
   0.466127E+00   0.403377E+03
   0.471490E+00   0.393646E+03
   0.476852E+00   0.384179E+03
   0.482215E+00   0.375042E+03
   0.487578E+00   0.366259E+03
   0.492940E+00   0.357824E+03
   0.498303E+00   0.349733E+03
   0.503666E+00   0.341974E+03
   0.509028E+00   0.334503E+03
   0.514391E+00   0.327262E+03
   0.519754E+00   0.320214E+03
   0.525117E+00   0.313343E+03
   0.530479E+00   0.306640E+03
   0.535842E+00   0.300097E+03
   0.541205E+00   0.293713E+03
   0.546567E+00   0.287509E+03
   0.551930E+00   0.281501E+03
   0.557293E+00   0.275689E+03
   0.562655E+00   0.270061E+03
   0.568018E+00   0.264611E+03
   0.573381E+00   0.259333E+03
   0.578743E+00   0.254215E+03
   0.584106E+00   0.249232E+03
   0.589469E+00   0.244372E+03
   0.594832E+00   0.239633E+03
   0.600194E+00   0.235015E+03
   0.605557E+00   0.230511E+03
   0.610920E+00   0.226117E+03
   0.616282E+00   0.221837E+03
   0.621645E+00   0.217678E+03
   0.627008E+00   0.213636E+03
   0.680214E+00   0.178722E+03
   0.737935E+00   0.149238E+03
   0.800554E+00   0.124412E+03
   0.868486E+00   0.103549E+03
   0.942183E+00   0.860499E+02
   0.101542E+01   0.724944E+02
   0.126811E+01   0.432751E+02
   0.158368E+01   0.255840E+02
   0.197777E+01   0.149926E+02
   0.246994E+01   0.871546E+01
   0.308458E+01   0.502890E+01
   0.385217E+01   0.288148E+01
   0.481078E+01   0.163991E+01
   0.600794E+01   0.926978E+00
   0.750301E+01   0.520193E+00
   0.937012E+01   0.289483E+00
   0.117019E+02   0.159410E+00
   0.146139E+02   0.865281E-01
   0.182505E+02   0.459878E-01
   0.227921E+02   0.236573E-01
   0.284639E+02   0.115466E-01
   0.355471E+02   0.516104E-02
   0.443930E+02   0.197718E-02
   0.554402E+02   0.565132E-03
   0.692364E+02   0.822679E-04
   0.864658E+02   0.986872E-07
   0.107983E+03   0.683102E-05
   0.134854E+03   0.172111E-05
   0.168412E+03   0.202241E-06
   0.210322E+03   0.122263E-07
   0.262660E+03   0.898746E-08
   0.328022E+03   0.471267E-09
