#           k/h    P           
   0.283796E+00   0.109041E+04
   0.289158E+00   0.104616E+04
   0.294521E+00   0.100714E+04
   0.299884E+00   0.973196E+03
   0.305246E+00   0.943317E+03
   0.310609E+00   0.916131E+03
   0.315972E+00   0.890306E+03
   0.321334E+00   0.864721E+03
   0.326697E+00   0.838644E+03
   0.332060E+00   0.811913E+03
   0.337423E+00   0.784912E+03
   0.342785E+00   0.758301E+03
   0.348148E+00   0.732743E+03
   0.353511E+00   0.708756E+03
   0.358873E+00   0.686642E+03
   0.364236E+00   0.666422E+03
   0.369599E+00   0.647850E+03
   0.374961E+00   0.630517E+03
   0.380324E+00   0.613999E+03
   0.385687E+00   0.597935E+03
   0.391049E+00   0.582057E+03
   0.396412E+00   0.566232E+03
   0.401775E+00   0.550510E+03
   0.407137E+00   0.535080E+03
   0.412500E+00   0.520153E+03
   0.417863E+00   0.505870E+03
   0.423226E+00   0.492315E+03
   0.428588E+00   0.479529E+03
   0.433951E+00   0.467491E+03
   0.439314E+00   0.456082E+03
   0.444676E+00   0.445135E+03
   0.450039E+00   0.434525E+03
   0.455402E+00   0.424180E+03
   0.460764E+00   0.414053E+03
   0.466127E+00   0.404106E+03
   0.471490E+00   0.394355E+03
   0.476852E+00   0.384869E+03
   0.482215E+00   0.375715E+03
   0.487578E+00   0.366914E+03
   0.492940E+00   0.358463E+03
   0.498303E+00   0.350357E+03
   0.503666E+00   0.342582E+03
   0.509028E+00   0.335096E+03
   0.514391E+00   0.327841E+03
   0.519754E+00   0.320779E+03
   0.525117E+00   0.313895E+03
   0.530479E+00   0.307179E+03
   0.535842E+00   0.300623E+03
   0.541205E+00   0.294228E+03
   0.546567E+00   0.288012E+03
   0.551930E+00   0.281992E+03
   0.557293E+00   0.276169E+03
   0.562655E+00   0.270530E+03
   0.568018E+00   0.265069E+03
   0.573381E+00   0.259782E+03
   0.578743E+00   0.254653E+03
   0.584106E+00   0.249661E+03
   0.589469E+00   0.244792E+03
   0.594832E+00   0.240044E+03
   0.600194E+00   0.235418E+03
   0.605557E+00   0.230905E+03
   0.610920E+00   0.226503E+03
   0.616282E+00   0.222215E+03
   0.621645E+00   0.218048E+03
   0.627008E+00   0.213999E+03
   0.680214E+00   0.179020E+03
   0.737935E+00   0.149481E+03
   0.800554E+00   0.124611E+03
   0.868486E+00   0.103710E+03
   0.942183E+00   0.861800E+02
   0.101542E+01   0.726007E+02
   0.126811E+01   0.433312E+02
   0.158368E+01   0.256106E+02
   0.197777E+01   0.150021E+02
   0.246994E+01   0.871523E+01
   0.308458E+01   0.502326E+01
   0.385217E+01   0.287301E+01
   0.481078E+01   0.163013E+01
   0.600794E+01   0.916791E+00
   0.750301E+01   0.510139E+00
   0.937012E+01   0.279902E+00
   0.117019E+02   0.150530E+00
   0.146139E+02   0.785279E-01
   0.182505E+02   0.390289E-01
   0.227921E+02   0.179009E-01
   0.284639E+02   0.714320E-02
   0.355471E+02   0.219926E-02
   0.443930E+02   0.384209E-03
   0.554402E+02   0.638678E-05
   0.692364E+02   0.181562E-04
   0.864658E+02   0.826863E-05
   0.107983E+03   0.290189E-06
   0.134854E+03   0.167646E-06
   0.168412E+03   0.675575E-07
   0.210322E+03   0.923556E-08
   0.262660E+03   0.204645E-09
   0.328022E+03   0.133668E-09
