#           k/h    P           
   0.283796E+00   0.107767E+04
   0.289158E+00   0.103382E+04
   0.294521E+00   0.995152E+03
   0.299884E+00   0.961528E+03
   0.305246E+00   0.931941E+03
   0.310609E+00   0.905031E+03
   0.315972E+00   0.879473E+03
   0.321334E+00   0.854156E+03
   0.326697E+00   0.828352E+03
   0.332060E+00   0.801900E+03
   0.337423E+00   0.775179E+03
   0.342785E+00   0.748846E+03
   0.348148E+00   0.723558E+03
   0.353511E+00   0.699828E+03
   0.358873E+00   0.677954E+03
   0.364236E+00   0.657961E+03
   0.369599E+00   0.639602E+03
   0.374961E+00   0.622470E+03
   0.380324E+00   0.606148E+03
   0.385687E+00   0.590274E+03
   0.391049E+00   0.574584E+03
   0.396412E+00   0.558946E+03
   0.401775E+00   0.543409E+03
   0.407137E+00   0.528160E+03
   0.412500E+00   0.513409E+03
   0.417863E+00   0.499297E+03
   0.423226E+00   0.485904E+03
   0.428588E+00   0.473275E+03
   0.433951E+00   0.461386E+03
   0.439314E+00   0.450120E+03
   0.444676E+00   0.439312E+03
   0.450039E+00   0.428836E+03
   0.455402E+00   0.418623E+03
   0.460764E+00   0.408624E+03
   0.466127E+00   0.398802E+03
   0.471490E+00   0.389175E+03
   0.476852E+00   0.379809E+03
   0.482215E+00   0.370771E+03
   0.487578E+00   0.362083E+03
   0.492940E+00   0.353740E+03
   0.498303E+00   0.345739E+03
   0.503666E+00   0.338065E+03
   0.509028E+00   0.330678E+03
   0.514391E+00   0.323519E+03
   0.519754E+00   0.316549E+03
   0.525117E+00   0.309756E+03
   0.530479E+00   0.303129E+03
   0.535842E+00   0.296659E+03
   0.541205E+00   0.290348E+03
   0.546567E+00   0.284214E+03
   0.551930E+00   0.278274E+03
   0.557293E+00   0.272528E+03
   0.562655E+00   0.266964E+03
   0.568018E+00   0.261576E+03
   0.573381E+00   0.256359E+03
   0.578743E+00   0.251300E+03
   0.584106E+00   0.246375E+03
   0.589469E+00   0.241571E+03
   0.594832E+00   0.236887E+03
   0.600194E+00   0.232323E+03
   0.605557E+00   0.227871E+03
   0.610920E+00   0.223528E+03
   0.616282E+00   0.219298E+03
   0.621645E+00   0.215187E+03
   0.627008E+00   0.211192E+03
   0.680214E+00   0.176688E+03
   0.737935E+00   0.147552E+03
   0.800554E+00   0.123021E+03
   0.868486E+00   0.102404E+03
   0.942183E+00   0.851112E+02
   0.101542E+01   0.717142E+02
   0.126811E+01   0.428307E+02
   0.158368E+01   0.253357E+02
   0.197777E+01   0.148568E+02
   0.246994E+01   0.864332E+01
   0.308458E+01   0.499243E+01
   0.385217E+01   0.286478E+01
   0.481078E+01   0.163402E+01
   0.600794E+01   0.926890E+00
   0.750301E+01   0.523093E+00
   0.937012E+01   0.293805E+00
   0.117019E+02   0.164280E+00
   0.146139E+02   0.914566E-01
   0.182505E+02   0.506944E-01
   0.227921E+02   0.279727E-01
   0.284639E+02   0.153573E-01
   0.355471E+02   0.838043E-02
   0.443930E+02   0.453734E-02
   0.554402E+02   0.242984E-02
   0.692364E+02   0.128036E-02
   0.864658E+02   0.658087E-03
   0.107983E+03   0.325153E-03
   0.134854E+03   0.150646E-03
   0.168412E+03   0.626562E-04
   0.210322E+03   0.215637E-04
   0.262660E+03   0.515457E-05
   0.328022E+03   0.497588E-06
