#           k/h    P           
   0.283796E+00   0.109039E+04
   0.289158E+00   0.104614E+04
   0.294521E+00   0.100711E+04
   0.299884E+00   0.973164E+03
   0.305246E+00   0.943278E+03
   0.310609E+00   0.916084E+03
   0.315972E+00   0.890248E+03
   0.321334E+00   0.864652E+03
   0.326697E+00   0.838563E+03
   0.332060E+00   0.811820E+03
   0.337423E+00   0.784806E+03
   0.342785E+00   0.758184E+03
   0.348148E+00   0.732616E+03
   0.353511E+00   0.708620E+03
   0.358873E+00   0.686496E+03
   0.364236E+00   0.666269E+03
   0.369599E+00   0.647688E+03
   0.374961E+00   0.630348E+03
   0.380324E+00   0.613823E+03
   0.385687E+00   0.597754E+03
   0.391049E+00   0.581870E+03
   0.396412E+00   0.566040E+03
   0.401775E+00   0.550314E+03
   0.407137E+00   0.534879E+03
   0.412500E+00   0.519947E+03
   0.417863E+00   0.505659E+03
   0.423226E+00   0.492098E+03
   0.428588E+00   0.479307E+03
   0.433951E+00   0.467263E+03
   0.439314E+00   0.455849E+03
   0.444676E+00   0.444897E+03
   0.450039E+00   0.434282E+03
   0.455402E+00   0.423934E+03
   0.460764E+00   0.413802E+03
   0.466127E+00   0.403852E+03
   0.471490E+00   0.394098E+03
   0.476852E+00   0.384610E+03
   0.482215E+00   0.375453E+03
   0.487578E+00   0.366649E+03
   0.492940E+00   0.358194E+03
   0.498303E+00   0.350085E+03
   0.503666E+00   0.342307E+03
   0.509028E+00   0.334818E+03
   0.514391E+00   0.327560E+03
   0.519754E+00   0.320494E+03
   0.525117E+00   0.313607E+03
   0.530479E+00   0.306889E+03
   0.535842E+00   0.300331E+03
   0.541205E+00   0.293933E+03
   0.546567E+00   0.287715E+03
   0.551930E+00   0.281694E+03
   0.557293E+00   0.275868E+03
   0.562655E+00   0.270227E+03
   0.568018E+00   0.264764E+03
   0.573381E+00   0.259475E+03
   0.578743E+00   0.254344E+03
   0.584106E+00   0.249350E+03
   0.589469E+00   0.244478E+03
   0.594832E+00   0.239729E+03
   0.600194E+00   0.235100E+03
   0.605557E+00   0.230587E+03
   0.610920E+00   0.226182E+03
   0.616282E+00   0.221893E+03
   0.621645E+00   0.217724E+03
   0.627008E+00   0.213673E+03
   0.680214E+00   0.178681E+03
   0.737935E+00   0.149131E+03
   0.800554E+00   0.124250E+03
   0.868486E+00   0.103341E+03
   0.942183E+00   0.858043E+02
   0.101542E+01   0.722198E+02
   0.126811E+01   0.429404E+02
   0.158368E+01   0.252172E+02
   0.197777E+01   0.146123E+02
   0.246994E+01   0.833480E+01
   0.308458E+01   0.465794E+01
   0.385217E+01   0.252877E+01
   0.481078E+01   0.131364E+01
   0.600794E+01   0.635675E+00
   0.750301E+01   0.272790E+00
   0.937012E+01   0.942505E-01
   0.117019E+02   0.209477E-01
   0.146139E+02   0.128082E-02
   0.182505E+02   0.279850E-03
   0.227921E+02   0.355318E-03
   0.284639E+02   0.232449E-07
   0.355471E+02   0.121232E-04
   0.443930E+02   0.296928E-05
   0.554402E+02   0.582039E-06
   0.692364E+02   0.180885E-07
   0.864658E+02   0.228350E-07
   0.107983E+03   0.341137E-08
   0.134854E+03   0.524111E-09
   0.168412E+03   0.760477E-10
   0.210322E+03   0.597871E-12
   0.262660E+03   0.154771E-11
   0.328022E+03   0.148674E-12
