#           k/h    P           
   0.283796E+00   0.107631E+04
   0.289158E+00   0.103247E+04
   0.294521E+00   0.993805E+03
   0.299884E+00   0.960185E+03
   0.305246E+00   0.930603E+03
   0.310609E+00   0.903696E+03
   0.315972E+00   0.878144E+03
   0.321334E+00   0.852834E+03
   0.326697E+00   0.827039E+03
   0.332060E+00   0.800597E+03
   0.337423E+00   0.773889E+03
   0.342785E+00   0.747569E+03
   0.348148E+00   0.722295E+03
   0.353511E+00   0.698578E+03
   0.358873E+00   0.676718E+03
   0.364236E+00   0.656737E+03
   0.369599E+00   0.638389E+03
   0.374961E+00   0.621269E+03
   0.380324E+00   0.604958E+03
   0.385687E+00   0.589097E+03
   0.391049E+00   0.573419E+03
   0.396412E+00   0.557794E+03
   0.401775E+00   0.542271E+03
   0.407137E+00   0.527037E+03
   0.412500E+00   0.512299E+03
   0.417863E+00   0.498201E+03
   0.423226E+00   0.484823E+03
   0.428588E+00   0.472207E+03
   0.433951E+00   0.460331E+03
   0.439314E+00   0.449078E+03
   0.444676E+00   0.438282E+03
   0.450039E+00   0.427819E+03
   0.455402E+00   0.417618E+03
   0.460764E+00   0.407632E+03
   0.466127E+00   0.397824E+03
   0.471490E+00   0.388209E+03
   0.476852E+00   0.378856E+03
   0.482215E+00   0.369831E+03
   0.487578E+00   0.361155E+03
   0.492940E+00   0.352825E+03
   0.498303E+00   0.344835E+03
   0.503666E+00   0.337174E+03
   0.509028E+00   0.329798E+03
   0.514391E+00   0.322651E+03
   0.519754E+00   0.315693E+03
   0.525117E+00   0.308911E+03
   0.530479E+00   0.302295E+03
   0.535842E+00   0.295836E+03
   0.541205E+00   0.289536E+03
   0.546567E+00   0.283413E+03
   0.551930E+00   0.277484E+03
   0.557293E+00   0.271749E+03
   0.562655E+00   0.266196E+03
   0.568018E+00   0.260818E+03
   0.573381E+00   0.255612E+03
   0.578743E+00   0.250562E+03
   0.584106E+00   0.245647E+03
   0.589469E+00   0.240853E+03
   0.594832E+00   0.236178E+03
   0.600194E+00   0.231624E+03
   0.605557E+00   0.227182E+03
   0.610920E+00   0.222848E+03
   0.616282E+00   0.218627E+03
   0.621645E+00   0.214525E+03
   0.627008E+00   0.210539E+03
   0.680214E+00   0.176116E+03
   0.737935E+00   0.147055E+03
   0.800554E+00   0.122592E+03
   0.868486E+00   0.102037E+03
   0.942183E+00   0.847991E+02
   0.101542E+01   0.714469E+02
   0.126811E+01   0.426666E+02
   0.158368E+01   0.252385E+02
   0.197777E+01   0.148008E+02
   0.246994E+01   0.861179E+01
   0.308458E+01   0.497496E+01
   0.385217E+01   0.285522E+01
   0.481078E+01   0.162886E+01
   0.600794E+01   0.924135E+00
   0.750301E+01   0.521653E+00
   0.937012E+01   0.293078E+00
   0.117019E+02   0.163935E+00
   0.146139E+02   0.913161E-01
   0.182505E+02   0.506601E-01
   0.227921E+02   0.279920E-01
   0.284639E+02   0.154019E-01
   0.355471E+02   0.843503E-02
   0.443930E+02   0.459391E-02
   0.554402E+02   0.248411E-02
   0.692364E+02   0.133007E-02
   0.864658E+02   0.701993E-03
   0.107983E+03   0.362503E-03
   0.134854E+03   0.180918E-03
   0.168412E+03   0.855054E-04
   0.210322E+03   0.369746E-04
   0.262660E+03   0.137686E-04
   0.328022E+03   0.392722E-05
