#           k/h    P           
   0.283796E+00   0.109032E+04
   0.289158E+00   0.104605E+04
   0.294521E+00   0.100700E+04
   0.299884E+00   0.973036E+03
   0.305246E+00   0.943133E+03
   0.310609E+00   0.915923E+03
   0.315972E+00   0.890072E+03
   0.321334E+00   0.864460E+03
   0.326697E+00   0.838357E+03
   0.332060E+00   0.811600E+03
   0.337423E+00   0.784573E+03
   0.342785E+00   0.757939E+03
   0.348148E+00   0.732359E+03
   0.353511E+00   0.708351E+03
   0.358873E+00   0.686217E+03
   0.364236E+00   0.665979E+03
   0.369599E+00   0.647388E+03
   0.374961E+00   0.630038E+03
   0.380324E+00   0.613504E+03
   0.385687E+00   0.597425E+03
   0.391049E+00   0.581532E+03
   0.396412E+00   0.565693E+03
   0.401775E+00   0.549958E+03
   0.407137E+00   0.534515E+03
   0.412500E+00   0.519574E+03
   0.417863E+00   0.505279E+03
   0.423226E+00   0.491711E+03
   0.428588E+00   0.478913E+03
   0.433951E+00   0.466862E+03
   0.439314E+00   0.455441E+03
   0.444676E+00   0.444483E+03
   0.450039E+00   0.433861E+03
   0.455402E+00   0.423507E+03
   0.460764E+00   0.413369E+03
   0.466127E+00   0.403413E+03
   0.471490E+00   0.393654E+03
   0.476852E+00   0.384160E+03
   0.482215E+00   0.374997E+03
   0.487578E+00   0.366188E+03
   0.492940E+00   0.357729E+03
   0.498303E+00   0.349614E+03
   0.503666E+00   0.341831E+03
   0.509028E+00   0.334338E+03
   0.514391E+00   0.327075E+03
   0.519754E+00   0.320005E+03
   0.525117E+00   0.313114E+03
   0.530479E+00   0.306392E+03
   0.535842E+00   0.299829E+03
   0.541205E+00   0.293427E+03
   0.546567E+00   0.287206E+03
   0.551930E+00   0.281180E+03
   0.557293E+00   0.275351E+03
   0.562655E+00   0.269707E+03
   0.568018E+00   0.264240E+03
   0.573381E+00   0.258948E+03
   0.578743E+00   0.253813E+03
   0.584106E+00   0.248816E+03
   0.589469E+00   0.243941E+03
   0.594832E+00   0.239188E+03
   0.600194E+00   0.234557E+03
   0.605557E+00   0.230040E+03
   0.610920E+00   0.225633E+03
   0.616282E+00   0.221341E+03
   0.621645E+00   0.217170E+03
   0.627008E+00   0.213116E+03
   0.680214E+00   0.178099E+03
   0.737935E+00   0.148528E+03
   0.800554E+00   0.123630E+03
   0.868486E+00   0.102706E+03
   0.942183E+00   0.851571E+02
   0.101542E+01   0.715632E+02
   0.126811E+01   0.422672E+02
   0.158368E+01   0.245426E+02
   0.197777E+01   0.139512E+02
   0.246994E+01   0.770289E+01
   0.308458E+01   0.407267E+01
   0.385217E+01   0.201033E+01
   0.481078E+01   0.884440E+00
   0.600794E+01   0.316831E+00
   0.750301E+01   0.753148E-01
   0.937012E+01   0.585396E-02
   0.117019E+02   0.566133E-03
   0.146139E+02   0.114166E-02
   0.182505E+02   0.223955E-05
   0.227921E+02   0.427401E-04
   0.284639E+02   0.902492E-05
   0.355471E+02   0.186716E-05
   0.443930E+02   0.119147E-06
   0.554402E+02   0.755851E-07
   0.692364E+02   0.137838E-07
   0.864658E+02   0.774840E-09
   0.107983E+03   0.275768E-09
   0.134854E+03   0.133507E-10
   0.168412E+03   0.471296E-12
   0.210322E+03   0.179619E-11
   0.262660E+03   0.956003E-13
   0.328022E+03   0.127249E-14
