#           k/h    P           
   0.283796E+00   0.107413E+04
   0.289158E+00   0.103030E+04
   0.294521E+00   0.991655E+03
   0.299884E+00   0.958047E+03
   0.305246E+00   0.928473E+03
   0.310609E+00   0.901575E+03
   0.315972E+00   0.876031E+03
   0.321334E+00   0.850732E+03
   0.326697E+00   0.824951E+03
   0.332060E+00   0.798526E+03
   0.337423E+00   0.771836E+03
   0.342785E+00   0.745537E+03
   0.348148E+00   0.720283E+03
   0.353511E+00   0.696586E+03
   0.358873E+00   0.674745E+03
   0.364236E+00   0.654781E+03
   0.369599E+00   0.636449E+03
   0.374961E+00   0.619344E+03
   0.380324E+00   0.603049E+03
   0.385687E+00   0.587203E+03
   0.391049E+00   0.571542E+03
   0.396412E+00   0.555935E+03
   0.401775E+00   0.540431E+03
   0.407137E+00   0.525216E+03
   0.412500E+00   0.510498E+03
   0.417863E+00   0.496419E+03
   0.423226E+00   0.483059E+03
   0.428588E+00   0.470461E+03
   0.433951E+00   0.458603E+03
   0.439314E+00   0.447366E+03
   0.444676E+00   0.436588E+03
   0.450039E+00   0.426141E+03
   0.455402E+00   0.415957E+03
   0.460764E+00   0.405988E+03
   0.466127E+00   0.396197E+03
   0.471490E+00   0.386599E+03
   0.476852E+00   0.377264E+03
   0.482215E+00   0.368256E+03
   0.487578E+00   0.359597E+03
   0.492940E+00   0.351283E+03
   0.498303E+00   0.343310E+03
   0.503666E+00   0.335665E+03
   0.509028E+00   0.328305E+03
   0.514391E+00   0.321173E+03
   0.519754E+00   0.314231E+03
   0.525117E+00   0.307464E+03
   0.530479E+00   0.300864E+03
   0.535842E+00   0.294420E+03
   0.541205E+00   0.288135E+03
   0.546567E+00   0.282027E+03
   0.551930E+00   0.276113E+03
   0.557293E+00   0.270392E+03
   0.562655E+00   0.264854E+03
   0.568018E+00   0.259490E+03
   0.573381E+00   0.254298E+03
   0.578743E+00   0.249262E+03
   0.584106E+00   0.244361E+03
   0.589469E+00   0.239580E+03
   0.594832E+00   0.234919E+03
   0.600194E+00   0.230378E+03
   0.605557E+00   0.225949E+03
   0.610920E+00   0.221628E+03
   0.616282E+00   0.217420E+03
   0.621645E+00   0.213331E+03
   0.627008E+00   0.209357E+03
   0.680214E+00   0.175051E+03
   0.737935E+00   0.146101E+03
   0.800554E+00   0.121742E+03
   0.868486E+00   0.101284E+03
   0.942183E+00   0.841367E+02
   0.101542E+01   0.708604E+02
   0.126811E+01   0.422678E+02
   0.158368E+01   0.249763E+02
   0.197777E+01   0.146335E+02
   0.246994E+01   0.850780E+01
   0.308458E+01   0.491178E+01
   0.385217E+01   0.281762E+01
   0.481078E+01   0.160688E+01
   0.600794E+01   0.911504E+00
   0.750301E+01   0.514506E+00
   0.937012E+01   0.289099E+00
   0.117019E+02   0.161760E+00
   0.146139E+02   0.901538E-01
   0.182505E+02   0.500597E-01
   0.227921E+02   0.276988E-01
   0.284639E+02   0.152740E-01
   0.355471E+02   0.839403E-02
   0.443930E+02   0.459699E-02
   0.554402E+02   0.250810E-02
   0.692364E+02   0.136255E-02
   0.864658E+02   0.736384E-03
   0.107983E+03   0.395333E-03
   0.134854E+03   0.210350E-03
   0.168412E+03   0.110553E-03
   0.210322E+03   0.571174E-04
   0.262660E+03   0.288271E-04
   0.328022E+03   0.141106E-04
