#           k/h    P           
   0.283796E+00   0.107900E+04
   0.289158E+00   0.103521E+04
   0.294521E+00   0.996601E+03
   0.299884E+00   0.963025E+03
   0.305246E+00   0.933480E+03
   0.310609E+00   0.906605E+03
   0.315972E+00   0.881077E+03
   0.321334E+00   0.855783E+03
   0.326697E+00   0.829998E+03
   0.332060E+00   0.803559E+03
   0.337423E+00   0.776847E+03
   0.342785E+00   0.750518E+03
   0.348148E+00   0.725232E+03
   0.353511E+00   0.701501E+03
   0.358873E+00   0.679625E+03
   0.364236E+00   0.659627E+03
   0.369599E+00   0.641262E+03
   0.374961E+00   0.624123E+03
   0.380324E+00   0.607791E+03
   0.385687E+00   0.591907E+03
   0.391049E+00   0.576205E+03
   0.396412E+00   0.560553E+03
   0.401775E+00   0.545000E+03
   0.407137E+00   0.529736E+03
   0.412500E+00   0.514967E+03
   0.417863E+00   0.500837E+03
   0.423226E+00   0.487427E+03
   0.428588E+00   0.474779E+03
   0.433951E+00   0.462871E+03
   0.439314E+00   0.451586E+03
   0.444676E+00   0.440760E+03
   0.450039E+00   0.430264E+03
   0.455402E+00   0.420031E+03
   0.460764E+00   0.410012E+03
   0.466127E+00   0.400171E+03
   0.471490E+00   0.390524E+03
   0.476852E+00   0.381138E+03
   0.482215E+00   0.372080E+03
   0.487578E+00   0.363372E+03
   0.492940E+00   0.355010E+03
   0.498303E+00   0.346989E+03
   0.503666E+00   0.339296E+03
   0.509028E+00   0.331890E+03
   0.514391E+00   0.324712E+03
   0.519754E+00   0.317724E+03
   0.525117E+00   0.310911E+03
   0.530479E+00   0.304266E+03
   0.535842E+00   0.297778E+03
   0.541205E+00   0.291448E+03
   0.546567E+00   0.285296E+03
   0.551930E+00   0.279339E+03
   0.557293E+00   0.273576E+03
   0.562655E+00   0.267995E+03
   0.568018E+00   0.262590E+03
   0.573381E+00   0.257357E+03
   0.578743E+00   0.252281E+03
   0.584106E+00   0.247340E+03
   0.589469E+00   0.242521E+03
   0.594832E+00   0.237821E+03
   0.600194E+00   0.233242E+03
   0.605557E+00   0.228775E+03
   0.610920E+00   0.224417E+03
   0.616282E+00   0.220173E+03
   0.621645E+00   0.216048E+03
   0.627008E+00   0.212039E+03
   0.680214E+00   0.177409E+03
   0.737935E+00   0.148160E+03
   0.800554E+00   0.123529E+03
   0.868486E+00   0.102826E+03
   0.942183E+00   0.854593E+02
   0.101542E+01   0.720045E+02
   0.126811E+01   0.429963E+02
   0.158368E+01   0.254277E+02
   0.197777E+01   0.149069E+02
   0.246994E+01   0.867012E+01
   0.308458E+01   0.500642E+01
   0.385217E+01   0.287180E+01
   0.481078E+01   0.163730E+01
   0.600794E+01   0.928169E+00
   0.750301E+01   0.523328E+00
   0.937012E+01   0.293510E+00
   0.117019E+02   0.163733E+00
   0.146139E+02   0.908076E-01
   0.182505E+02   0.500226E-01
   0.227921E+02   0.273206E-01
   0.284639E+02   0.147475E-01
   0.355471E+02   0.782512E-02
   0.443930E+02   0.404390E-02
   0.554402E+02   0.200355E-02
   0.692364E+02   0.925966E-03
   0.864658E+02   0.379913E-03
   0.107983E+03   0.125593E-03
   0.134854E+03   0.266648E-04
   0.168412E+03   0.149077E-05
   0.210322E+03   0.428194E-06
   0.262660E+03   0.578202E-06
   0.328022E+03   0.586226E-08
