#           k/h    P           
   0.283796E+00   0.109083E+04
   0.289158E+00   0.104656E+04
   0.294521E+00   0.100752E+04
   0.299884E+00   0.973563E+03
   0.305246E+00   0.943670E+03
   0.310609E+00   0.916471E+03
   0.315972E+00   0.890632E+03
   0.321334E+00   0.865033E+03
   0.326697E+00   0.838941E+03
   0.332060E+00   0.812194E+03
   0.337423E+00   0.785176E+03
   0.342785E+00   0.758550E+03
   0.348148E+00   0.732977E+03
   0.353511E+00   0.708977E+03
   0.358873E+00   0.686849E+03
   0.364236E+00   0.666618E+03
   0.369599E+00   0.648035E+03
   0.374961E+00   0.630692E+03
   0.380324E+00   0.614166E+03
   0.385687E+00   0.598094E+03
   0.391049E+00   0.582207E+03
   0.396412E+00   0.566375E+03
   0.401775E+00   0.550645E+03
   0.407137E+00   0.535208E+03
   0.412500E+00   0.520273E+03
   0.417863E+00   0.505983E+03
   0.423226E+00   0.492420E+03
   0.428588E+00   0.479627E+03
   0.433951E+00   0.467582E+03
   0.439314E+00   0.456166E+03
   0.444676E+00   0.445214E+03
   0.450039E+00   0.434597E+03
   0.455402E+00   0.424247E+03
   0.460764E+00   0.414115E+03
   0.466127E+00   0.404163E+03
   0.471490E+00   0.394408E+03
   0.476852E+00   0.384917E+03
   0.482215E+00   0.375759E+03
   0.487578E+00   0.366954E+03
   0.492940E+00   0.358498E+03
   0.498303E+00   0.350388E+03
   0.503666E+00   0.342609E+03
   0.509028E+00   0.335119E+03
   0.514391E+00   0.327860E+03
   0.519754E+00   0.320794E+03
   0.525117E+00   0.313906E+03
   0.530479E+00   0.307187E+03
   0.535842E+00   0.300628E+03
   0.541205E+00   0.294229E+03
   0.546567E+00   0.288010E+03
   0.551930E+00   0.281988E+03
   0.557293E+00   0.276162E+03
   0.562655E+00   0.270521E+03
   0.568018E+00   0.265057E+03
   0.573381E+00   0.259767E+03
   0.578743E+00   0.254636E+03
   0.584106E+00   0.249641E+03
   0.589469E+00   0.244769E+03
   0.594832E+00   0.240019E+03
   0.600194E+00   0.235390E+03
   0.605557E+00   0.230875E+03
   0.610920E+00   0.226471E+03
   0.616282E+00   0.222181E+03
   0.621645E+00   0.218012E+03
   0.627008E+00   0.213960E+03
   0.680214E+00   0.178965E+03
   0.737935E+00   0.149412E+03
   0.800554E+00   0.124529E+03
   0.868486E+00   0.103618E+03
   0.942183E+00   0.860801E+02
   0.101542E+01   0.724946E+02
   0.126811E+01   0.432122E+02
   0.158368E+01   0.254849E+02
   0.197777E+01   0.148740E+02
   0.246994E+01   0.858773E+01
   0.308458E+01   0.489876E+01
   0.385217E+01   0.275342E+01
   0.481078E+01   0.151718E+01
   0.600794E+01   0.812217E+00
   0.750301E+01   0.415817E+00
   0.937012E+01   0.197955E+00
   0.117019E+02   0.832491E-01
   0.146139E+02   0.279376E-01
   0.182505E+02   0.587806E-02
   0.227921E+02   0.288040E-03
   0.284639E+02   0.114097E-03
   0.355471E+02   0.109755E-03
   0.443930E+02   0.195399E-06
   0.554402E+02   0.355622E-05
   0.692364E+02   0.948552E-06
   0.864658E+02   0.179438E-06
   0.107983E+03   0.354153E-08
   0.134854E+03   0.666946E-08
   0.168412E+03   0.867839E-09
   0.210322E+03   0.195188E-09
   0.262660E+03   0.190248E-10
   0.328022E+03   0.157487E-13
