#           k/h    P           
   0.283796E+00   0.107455E+04
   0.289158E+00   0.103072E+04
   0.294521E+00   0.992071E+03
   0.299884E+00   0.958460E+03
   0.305246E+00   0.928885E+03
   0.310609E+00   0.901985E+03
   0.315972E+00   0.876440E+03
   0.321334E+00   0.851139E+03
   0.326697E+00   0.825355E+03
   0.332060E+00   0.798928E+03
   0.337423E+00   0.772235E+03
   0.342785E+00   0.745932E+03
   0.348148E+00   0.720674E+03
   0.353511E+00   0.696974E+03
   0.358873E+00   0.675129E+03
   0.364236E+00   0.655163E+03
   0.369599E+00   0.636828E+03
   0.374961E+00   0.619721E+03
   0.380324E+00   0.603422E+03
   0.385687E+00   0.587574E+03
   0.391049E+00   0.571910E+03
   0.396412E+00   0.556300E+03
   0.401775E+00   0.540793E+03
   0.407137E+00   0.525574E+03
   0.412500E+00   0.510853E+03
   0.417863E+00   0.496771E+03
   0.423226E+00   0.483408E+03
   0.428588E+00   0.470807E+03
   0.433951E+00   0.458945E+03
   0.439314E+00   0.447706E+03
   0.444676E+00   0.436924E+03
   0.450039E+00   0.426475E+03
   0.455402E+00   0.416288E+03
   0.460764E+00   0.406316E+03
   0.466127E+00   0.396522E+03
   0.471490E+00   0.386921E+03
   0.476852E+00   0.377583E+03
   0.482215E+00   0.368572E+03
   0.487578E+00   0.359910E+03
   0.492940E+00   0.351593E+03
   0.498303E+00   0.343618E+03
   0.503666E+00   0.335970E+03
   0.509028E+00   0.328607E+03
   0.514391E+00   0.321472E+03
   0.519754E+00   0.314527E+03
   0.525117E+00   0.307757E+03
   0.530479E+00   0.301155E+03
   0.535842E+00   0.294708E+03
   0.541205E+00   0.288421E+03
   0.546567E+00   0.282310E+03
   0.551930E+00   0.276394E+03
   0.557293E+00   0.270670E+03
   0.562655E+00   0.265129E+03
   0.568018E+00   0.259763E+03
   0.573381E+00   0.254568E+03
   0.578743E+00   0.249530E+03
   0.584106E+00   0.244626E+03
   0.589469E+00   0.239843E+03
   0.594832E+00   0.235180E+03
   0.600194E+00   0.230636E+03
   0.605557E+00   0.226205E+03
   0.610920E+00   0.221882E+03
   0.616282E+00   0.217671E+03
   0.621645E+00   0.213580E+03
   0.627008E+00   0.209604E+03
   0.680214E+00   0.175277E+03
   0.737935E+00   0.146306E+03
   0.800554E+00   0.121929E+03
   0.868486E+00   0.101452E+03
   0.942183E+00   0.842876E+02
   0.101542E+01   0.709964E+02
   0.126811E+01   0.423659E+02
   0.158368E+01   0.250450E+02
   0.197777E+01   0.146804E+02
   0.246994E+01   0.853897E+01
   0.308458E+01   0.493205E+01
   0.385217E+01   0.283051E+01
   0.481078E+01   0.161491E+01
   0.600794E+01   0.916401E+00
   0.750301E+01   0.517434E+00
   0.937012E+01   0.290816E+00
   0.117019E+02   0.162748E+00
   0.146139E+02   0.907105E-01
   0.182505E+02   0.503668E-01
   0.227921E+02   0.278640E-01
   0.284639E+02   0.153598E-01
   0.355471E+02   0.843635E-02
   0.443930E+02   0.461590E-02
   0.554402E+02   0.251473E-02
   0.692364E+02   0.136298E-02
   0.864658E+02   0.733875E-03
   0.107983E+03   0.391625E-03
   0.134854E+03   0.206354E-03
   0.168412E+03   0.106743E-03
   0.210322E+03   0.537337E-04
   0.262660E+03   0.259866E-04
   0.328022E+03   0.118556E-04
