#           k/h    P           
   0.283796E+00   0.107425E+04
   0.289158E+00   0.103042E+04
   0.294521E+00   0.991769E+03
   0.299884E+00   0.958160E+03
   0.305246E+00   0.928586E+03
   0.310609E+00   0.901687E+03
   0.315972E+00   0.876143E+03
   0.321334E+00   0.850844E+03
   0.326697E+00   0.825062E+03
   0.332060E+00   0.798636E+03
   0.337423E+00   0.771946E+03
   0.342785E+00   0.745646E+03
   0.348148E+00   0.720391E+03
   0.353511E+00   0.696693E+03
   0.358873E+00   0.674851E+03
   0.364236E+00   0.654886E+03
   0.369599E+00   0.636553E+03
   0.374961E+00   0.619448E+03
   0.380324E+00   0.603152E+03
   0.385687E+00   0.587306E+03
   0.391049E+00   0.571644E+03
   0.396412E+00   0.556036E+03
   0.401775E+00   0.540531E+03
   0.407137E+00   0.525315E+03
   0.412500E+00   0.510596E+03
   0.417863E+00   0.496516E+03
   0.423226E+00   0.483156E+03
   0.428588E+00   0.470557E+03
   0.433951E+00   0.458697E+03
   0.439314E+00   0.447460E+03
   0.444676E+00   0.436681E+03
   0.450039E+00   0.426233E+03
   0.455402E+00   0.416049E+03
   0.460764E+00   0.406079E+03
   0.466127E+00   0.396287E+03
   0.471490E+00   0.386689E+03
   0.476852E+00   0.377353E+03
   0.482215E+00   0.368344E+03
   0.487578E+00   0.359684E+03
   0.492940E+00   0.351369E+03
   0.498303E+00   0.343396E+03
   0.503666E+00   0.335750E+03
   0.509028E+00   0.328389E+03
   0.514391E+00   0.321256E+03
   0.519754E+00   0.314313E+03
   0.525117E+00   0.307546E+03
   0.530479E+00   0.300945E+03
   0.535842E+00   0.294501E+03
   0.541205E+00   0.288215E+03
   0.546567E+00   0.282106E+03
   0.551930E+00   0.276192E+03
   0.557293E+00   0.270470E+03
   0.562655E+00   0.264931E+03
   0.568018E+00   0.259567E+03
   0.573381E+00   0.254374E+03
   0.578743E+00   0.249337E+03
   0.584106E+00   0.244435E+03
   0.589469E+00   0.239654E+03
   0.594832E+00   0.234992E+03
   0.600194E+00   0.230450E+03
   0.605557E+00   0.226021E+03
   0.610920E+00   0.221699E+03
   0.616282E+00   0.217490E+03
   0.621645E+00   0.213401E+03
   0.627008E+00   0.209427E+03
   0.680214E+00   0.175114E+03
   0.737935E+00   0.146159E+03
   0.800554E+00   0.121795E+03
   0.868486E+00   0.101332E+03
   0.942183E+00   0.841799E+02
   0.101542E+01   0.708995E+02
   0.126811E+01   0.422965E+02
   0.158368E+01   0.249967E+02
   0.197777E+01   0.146477E+02
   0.246994E+01   0.851747E+01
   0.308458E+01   0.491824E+01
   0.385217E+01   0.282185E+01
   0.481078E+01   0.160960E+01
   0.600794E+01   0.913219E+00
   0.750301E+01   0.515570E+00
   0.937012E+01   0.289746E+00
   0.117019E+02   0.162147E+00
   0.146139E+02   0.903803E-01
   0.182505E+02   0.501896E-01
   0.227921E+02   0.277717E-01
   0.284639E+02   0.153136E-01
   0.355471E+02   0.841485E-02
   0.443930E+02   0.460733E-02
   0.554402E+02   0.251275E-02
   0.692364E+02   0.136421E-02
   0.864658E+02   0.736524E-03
   0.107983E+03   0.394759E-03
   0.134854E+03   0.209489E-03
   0.168412E+03   0.109630E-03
   0.210322E+03   0.562470E-04
   0.262660E+03   0.280670E-04
   0.328022E+03   0.134855E-04
