#           k/h    P           
   0.283796E+00   0.107918E+04
   0.289158E+00   0.103533E+04
   0.294521E+00   0.996659E+03
   0.299884E+00   0.963036E+03
   0.305246E+00   0.933450E+03
   0.310609E+00   0.906539E+03
   0.315972E+00   0.880979E+03
   0.321334E+00   0.855658E+03
   0.326697E+00   0.829846E+03
   0.332060E+00   0.803383E+03
   0.337423E+00   0.776650E+03
   0.342785E+00   0.750302E+03
   0.348148E+00   0.724999E+03
   0.353511E+00   0.701253E+03
   0.358873E+00   0.679365E+03
   0.364236E+00   0.659358E+03
   0.369599E+00   0.640983E+03
   0.374961E+00   0.623838E+03
   0.380324E+00   0.607501E+03
   0.385687E+00   0.591612E+03
   0.391049E+00   0.575906E+03
   0.396412E+00   0.560251E+03
   0.401775E+00   0.544696E+03
   0.407137E+00   0.529429E+03
   0.412500E+00   0.514660E+03
   0.417863E+00   0.500529E+03
   0.423226E+00   0.487119E+03
   0.428588E+00   0.474472E+03
   0.433951E+00   0.462566E+03
   0.439314E+00   0.451283E+03
   0.444676E+00   0.440459E+03
   0.450039E+00   0.429966E+03
   0.455402E+00   0.419736E+03
   0.460764E+00   0.409720E+03
   0.466127E+00   0.399882E+03
   0.471490E+00   0.390237E+03
   0.476852E+00   0.380855E+03
   0.482215E+00   0.371800E+03
   0.487578E+00   0.363095E+03
   0.492940E+00   0.354737E+03
   0.498303E+00   0.346720E+03
   0.503666E+00   0.339031E+03
   0.509028E+00   0.331628E+03
   0.514391E+00   0.324454E+03
   0.519754E+00   0.317470E+03
   0.525117E+00   0.310662E+03
   0.530479E+00   0.304021E+03
   0.535842E+00   0.297536E+03
   0.541205E+00   0.291211E+03
   0.546567E+00   0.285063E+03
   0.551930E+00   0.279109E+03
   0.557293E+00   0.273350E+03
   0.562655E+00   0.267773E+03
   0.568018E+00   0.262372E+03
   0.573381E+00   0.257143E+03
   0.578743E+00   0.252070E+03
   0.584106E+00   0.247133E+03
   0.589469E+00   0.242317E+03
   0.594832E+00   0.237621E+03
   0.600194E+00   0.233045E+03
   0.605557E+00   0.228582E+03
   0.610920E+00   0.224228E+03
   0.616282E+00   0.219986E+03
   0.621645E+00   0.215865E+03
   0.627008E+00   0.211859E+03
   0.680214E+00   0.177259E+03
   0.737935E+00   0.148036E+03
   0.800554E+00   0.123428E+03
   0.868486E+00   0.102744E+03
   0.942183E+00   0.853942E+02
   0.101542E+01   0.719518E+02
   0.126811E+01   0.429689E+02
   0.158368E+01   0.254141E+02
   0.197777E+01   0.149005E+02
   0.246994E+01   0.866735E+01
   0.308458E+01   0.500548E+01
   0.385217E+01   0.287176E+01
   0.481078E+01   0.163768E+01
   0.600794E+01   0.928737E+00
   0.750301E+01   0.523958E+00
   0.937012E+01   0.294146E+00
   0.117019E+02   0.164345E+00
   0.146139E+02   0.913822E-01
   0.182505E+02   0.505539E-01
   0.227921E+02   0.278059E-01
   0.284639E+02   0.151856E-01
   0.355471E+02   0.821507E-02
   0.443930E+02   0.438448E-02
   0.554402E+02   0.229285E-02
   0.692364E+02   0.116132E-02
   0.864658E+02   0.558555E-03
   0.107983E+03   0.246438E-03
   0.134854E+03   0.935964E-04
   0.168412E+03   0.268658E-04
   0.210322E+03   0.413757E-05
   0.262660E+03   0.277679E-07
   0.328022E+03   0.247236E-06
