#           k/h    P           
   0.283796E+00   0.107521E+04
   0.289158E+00   0.103137E+04
   0.294521E+00   0.992715E+03
   0.299884E+00   0.959101E+03
   0.305246E+00   0.929523E+03
   0.310609E+00   0.902621E+03
   0.315972E+00   0.877073E+03
   0.321334E+00   0.851769E+03
   0.326697E+00   0.825981E+03
   0.332060E+00   0.799549E+03
   0.337423E+00   0.772851E+03
   0.342785E+00   0.746542E+03
   0.348148E+00   0.721278E+03
   0.353511E+00   0.697572E+03
   0.358873E+00   0.675722E+03
   0.364236E+00   0.655750E+03
   0.369599E+00   0.637411E+03
   0.374961E+00   0.620299E+03
   0.380324E+00   0.603996E+03
   0.385687E+00   0.588144E+03
   0.391049E+00   0.572475E+03
   0.396412E+00   0.556860E+03
   0.401775E+00   0.541347E+03
   0.407137E+00   0.526123E+03
   0.412500E+00   0.511396E+03
   0.417863E+00   0.497308E+03
   0.423226E+00   0.483940E+03
   0.428588E+00   0.471334E+03
   0.433951E+00   0.459467E+03
   0.439314E+00   0.448223E+03
   0.444676E+00   0.437437E+03
   0.450039E+00   0.426982E+03
   0.455402E+00   0.416791E+03
   0.460764E+00   0.406814E+03
   0.466127E+00   0.397015E+03
   0.471490E+00   0.387409E+03
   0.476852E+00   0.378066E+03
   0.482215E+00   0.369050E+03
   0.487578E+00   0.360383E+03
   0.492940E+00   0.352062E+03
   0.498303E+00   0.344081E+03
   0.503666E+00   0.336428E+03
   0.509028E+00   0.329061E+03
   0.514391E+00   0.321922E+03
   0.519754E+00   0.314972E+03
   0.525117E+00   0.308198E+03
   0.530479E+00   0.301591E+03
   0.535842E+00   0.295141E+03
   0.541205E+00   0.288849E+03
   0.546567E+00   0.282733E+03
   0.551930E+00   0.276813E+03
   0.557293E+00   0.271085E+03
   0.562655E+00   0.265539E+03
   0.568018E+00   0.260169E+03
   0.573381E+00   0.254971E+03
   0.578743E+00   0.249928E+03
   0.584106E+00   0.245020E+03
   0.589469E+00   0.240233E+03
   0.594832E+00   0.235566E+03
   0.600194E+00   0.231019E+03
   0.605557E+00   0.226584E+03
   0.610920E+00   0.222256E+03
   0.616282E+00   0.218042E+03
   0.621645E+00   0.213947E+03
   0.627008E+00   0.209968E+03
   0.680214E+00   0.175606E+03
   0.737935E+00   0.146603E+03
   0.800554E+00   0.122194E+03
   0.868486E+00   0.101689E+03
   0.942183E+00   0.844969E+02
   0.101542E+01   0.711827E+02
   0.126811E+01   0.424943E+02
   0.158368E+01   0.251305E+02
   0.197777E+01   0.147354E+02
   0.246994E+01   0.857332E+01
   0.308458E+01   0.495290E+01
   0.385217E+01   0.284283E+01
   0.481078E+01   0.162202E+01
   0.600794E+01   0.920417E+00
   0.750301E+01   0.519659E+00
   0.937012E+01   0.292026E+00
   0.117019E+02   0.163394E+00
   0.146139E+02   0.910481E-01
   0.182505E+02   0.505378E-01
   0.227921E+02   0.279462E-01
   0.284639E+02   0.153952E-01
   0.355471E+02   0.844758E-02
   0.443930E+02   0.461503E-02
   0.554402E+02   0.250817E-02
   0.692364E+02   0.135411E-02
   0.864658E+02   0.724463E-03
   0.107983E+03   0.382589E-03
   0.134854E+03   0.198170E-03
   0.168412E+03   0.996564E-04
   0.210322E+03   0.478741E-04
   0.262660E+03   0.214104E-04
   0.328022E+03   0.855061E-05
