#           k/h    P           
   0.181872E+00   0.244595E+04
   0.187235E+00   0.236763E+04
   0.192598E+00   0.228394E+04
   0.197961E+00   0.218865E+04
   0.203324E+00   0.208157E+04
   0.208687E+00   0.196797E+04
   0.214050E+00   0.185545E+04
   0.219414E+00   0.175097E+04
   0.224777E+00   0.165934E+04
   0.230140E+00   0.158264E+04
   0.235503E+00   0.152009E+04
   0.240866E+00   0.146862E+04
   0.246229E+00   0.142396E+04
   0.251592E+00   0.138165E+04
   0.256955E+00   0.133797E+04
   0.262318E+00   0.129098E+04
   0.267681E+00   0.124083E+04
   0.273044E+00   0.118916E+04
   0.278407E+00   0.113806E+04
   0.283771E+00   0.108957E+04
   0.289134E+00   0.104536E+04
   0.294497E+00   0.100637E+04
   0.299860E+00   0.972443E+03
   0.305223E+00   0.942588E+03
   0.310586E+00   0.915433E+03
   0.315949E+00   0.889642E+03
   0.321312E+00   0.864090E+03
   0.326675E+00   0.838047E+03
   0.332038E+00   0.811351E+03
   0.337401E+00   0.784381E+03
   0.342764E+00   0.757797E+03
   0.348127E+00   0.732261E+03
   0.353491E+00   0.708292E+03
   0.358854E+00   0.686196E+03
   0.364217E+00   0.665994E+03
   0.369580E+00   0.647436E+03
   0.374943E+00   0.630118E+03
   0.380306E+00   0.613616E+03
   0.385669E+00   0.597570E+03
   0.391032E+00   0.581708E+03
   0.396395E+00   0.565899E+03
   0.401758E+00   0.550192E+03
   0.407121E+00   0.534777E+03
   0.412484E+00   0.519862E+03
   0.417848E+00   0.505590E+03
   0.423211E+00   0.492045E+03
   0.428574E+00   0.479270E+03
   0.433937E+00   0.467242E+03
   0.439300E+00   0.455842E+03
   0.444663E+00   0.444904E+03
   0.450026E+00   0.434303E+03
   0.455389E+00   0.423967E+03
   0.460752E+00   0.413848E+03
   0.466115E+00   0.403909E+03
   0.471478E+00   0.394166E+03
   0.476841E+00   0.384688E+03
   0.482204E+00   0.375541E+03
   0.487568E+00   0.366747E+03
   0.492931E+00   0.358301E+03
   0.498294E+00   0.350201E+03
   0.503657E+00   0.342433E+03
   0.509020E+00   0.334952E+03
   0.514383E+00   0.327703E+03
   0.519746E+00   0.320645E+03
   0.525109E+00   0.313767E+03
   0.530472E+00   0.307056E+03
   0.535835E+00   0.300504E+03
   0.541198E+00   0.294113E+03
   0.546561E+00   0.287901E+03
   0.551925E+00   0.281887E+03
   0.557288E+00   0.276067E+03
   0.562651E+00   0.270432E+03
   0.568014E+00   0.264975E+03
   0.573377E+00   0.259691E+03
   0.578740E+00   0.254566E+03
   0.584103E+00   0.249577E+03
   0.589466E+00   0.244710E+03
   0.594829E+00   0.239966E+03
   0.600192E+00   0.235343E+03
   0.605555E+00   0.230833E+03
   0.610918E+00   0.226433E+03
   0.616281E+00   0.222148E+03
   0.621645E+00   0.217984E+03
   0.627008E+00   0.213937E+03
   0.674474E+00   0.182357E+03
   0.725535E+00   0.155195E+03
   0.780460E+00   0.131901E+03
   0.839544E+00   0.111962E+03
   0.903101E+00   0.949133E+02
   0.971469E+00   0.803652E+02
   0.104501E+01   0.679673E+02
   0.126811E+01   0.433492E+02
   0.158368E+01   0.256295E+02
   0.197777E+01   0.150198E+02
   0.246994E+01   0.873101E+01
   0.308458E+01   0.503722E+01
   0.385217E+01   0.288538E+01
   0.481078E+01   0.164117E+01
   0.600794E+01   0.926712E+00
   0.750301E+01   0.519082E+00
   0.937012E+01   0.287950E+00
   0.117019E+02   0.157713E+00
   0.146139E+02   0.848326E-01
   0.182505E+02   0.444000E-01
   0.227921E+02   0.222533E-01
   0.284639E+02   0.103855E-01
   0.355471E+02   0.428833E-02
   0.443930E+02   0.141584E-02
   0.554402E+02   0.293541E-03
   0.692364E+02   0.138660E-04
   0.864658E+02   0.633303E-05
   0.107983E+03   0.653492E-05
   0.134854E+03   0.119887E-08
   0.168412E+03   0.263508E-06
   0.210322E+03   0.513355E-07
   0.262660E+03   0.981513E-08
   0.328022E+03   0.115711E-08
   0.409650E+03   0.259964E-09
   0.511591E+03   0.502719E-10
