#           k/h    P           
   0.181872E+00   0.242261E+04
   0.187235E+00   0.234481E+04
   0.192598E+00   0.226173E+04
   0.197961E+00   0.216717E+04
   0.203324E+00   0.206093E+04
   0.208687E+00   0.194823E+04
   0.214050E+00   0.183661E+04
   0.219414E+00   0.173297E+04
   0.224777E+00   0.164211E+04
   0.230140E+00   0.156609E+04
   0.235503E+00   0.150411E+04
   0.240866E+00   0.145314E+04
   0.246229E+00   0.140895E+04
   0.251592E+00   0.136709E+04
   0.256955E+00   0.132387E+04
   0.262318E+00   0.127737E+04
   0.267681E+00   0.122773E+04
   0.273044E+00   0.117657E+04
   0.278407E+00   0.112598E+04
   0.283771E+00   0.107798E+04
   0.289134E+00   0.103422E+04
   0.294497E+00   0.995628E+03
   0.299860E+00   0.962071E+03
   0.305223E+00   0.932549E+03
   0.310586E+00   0.905704E+03
   0.315949E+00   0.880210E+03
   0.321312E+00   0.854951E+03
   0.326675E+00   0.829200E+03
   0.332038E+00   0.802797E+03
   0.337401E+00   0.776119E+03
   0.342764E+00   0.749819E+03
   0.348127E+00   0.724555E+03
   0.353491E+00   0.700845E+03
   0.358854E+00   0.678990E+03
   0.364217E+00   0.659013E+03
   0.369580E+00   0.640665E+03
   0.374943E+00   0.623544E+03
   0.380306E+00   0.607232E+03
   0.385669E+00   0.591369E+03
   0.391032E+00   0.575687E+03
   0.396395E+00   0.560053E+03
   0.401758E+00   0.544519E+03
   0.407121E+00   0.529272E+03
   0.412484E+00   0.514520E+03
   0.417848E+00   0.500404E+03
   0.423211E+00   0.487007E+03
   0.428574E+00   0.474373E+03
   0.433937E+00   0.462479E+03
   0.439300E+00   0.451206E+03
   0.444663E+00   0.440391E+03
   0.450026E+00   0.429908E+03
   0.455389E+00   0.419687E+03
   0.460752E+00   0.409680E+03
   0.466115E+00   0.399849E+03
   0.471478E+00   0.390212E+03
   0.476841E+00   0.380837E+03
   0.482204E+00   0.371789E+03
   0.487568E+00   0.363089E+03
   0.492931E+00   0.354735E+03
   0.498294E+00   0.346723E+03
   0.503657E+00   0.339039E+03
   0.509020E+00   0.331641E+03
   0.514383E+00   0.324470E+03
   0.519746E+00   0.317489E+03
   0.525109E+00   0.310684E+03
   0.530472E+00   0.304046E+03
   0.535835E+00   0.297564E+03
   0.541198E+00   0.291241E+03
   0.546561E+00   0.285096E+03
   0.551925E+00   0.279145E+03
   0.557288E+00   0.273387E+03
   0.562651E+00   0.267812E+03
   0.568014E+00   0.262412E+03
   0.573377E+00   0.257185E+03
   0.578740E+00   0.252114E+03
   0.584103E+00   0.247178E+03
   0.589466E+00   0.242362E+03
   0.594829E+00   0.237668E+03
   0.600192E+00   0.233093E+03
   0.605555E+00   0.228631E+03
   0.610918E+00   0.224277E+03
   0.616281E+00   0.220036E+03
   0.621645E+00   0.215915E+03
   0.627008E+00   0.211910E+03
   0.674474E+00   0.180655E+03
   0.725535E+00   0.153769E+03
   0.780460E+00   0.130708E+03
   0.839544E+00   0.110964E+03
   0.903101E+00   0.940807E+02
   0.971469E+00   0.796712E+02
   0.104501E+01   0.673895E+02
   0.126811E+01   0.429963E+02
   0.158368E+01   0.254324E+02
   0.197777E+01   0.149123E+02
   0.246994E+01   0.867481E+01
   0.308458E+01   0.501004E+01
   0.385217E+01   0.287444E+01
   0.481078E+01   0.163915E+01
   0.600794E+01   0.929453E+00
   0.750301E+01   0.524216E+00
   0.937012E+01   0.294132E+00
   0.117019E+02   0.164178E+00
   0.146139E+02   0.911360E-01
   0.182505E+02   0.502731E-01
   0.227921E+02   0.275179E-01
   0.284639E+02   0.149068E-01
   0.355471E+02   0.795569E-02
   0.443930E+02   0.415092E-02
   0.554402E+02   0.208974E-02
   0.692364E+02   0.992432E-03
   0.864658E+02   0.427099E-03
   0.107983E+03   0.154370E-03
   0.134854E+03   0.397570E-04
   0.168412E+03   0.442763E-05
   0.210322E+03   0.469481E-07
   0.262660E+03   0.632430E-06
   0.328022E+03   0.806595E-07
   0.409650E+03   0.219435E-07
   0.511591E+03   0.100558E-10
