#           k/h    P           
   0.181872E+00   0.243635E+04
   0.187235E+00   0.235839E+04
   0.192598E+00   0.227508E+04
   0.197961E+00   0.218019E+04
   0.203324E+00   0.207356E+04
   0.208687E+00   0.196042E+04
   0.214050E+00   0.184834E+04
   0.219414E+00   0.174427E+04
   0.224777E+00   0.165300E+04
   0.230140E+00   0.157662E+04
   0.235503E+00   0.151433E+04
   0.240866E+00   0.146309E+04
   0.246229E+00   0.141864E+04
   0.251592E+00   0.137652E+04
   0.256955E+00   0.133303E+04
   0.262318E+00   0.128623E+04
   0.267681E+00   0.123629E+04
   0.273044E+00   0.118482E+04
   0.278407E+00   0.113392E+04
   0.283771E+00   0.108561E+04
   0.289134E+00   0.104158E+04
   0.294497E+00   0.100273E+04
   0.299860E+00   0.968946E+03
   0.305223E+00   0.939213E+03
   0.310586E+00   0.912170E+03
   0.315949E+00   0.886485E+03
   0.321312E+00   0.861037E+03
   0.326675E+00   0.835097E+03
   0.332038E+00   0.808504E+03
   0.337401E+00   0.781637E+03
   0.342764E+00   0.755153E+03
   0.348127E+00   0.729711E+03
   0.353491E+00   0.705832E+03
   0.358854E+00   0.683819E+03
   0.364217E+00   0.663693E+03
   0.369580E+00   0.645206E+03
   0.374943E+00   0.627954E+03
   0.380306E+00   0.611515E+03
   0.385669E+00   0.595531E+03
   0.391032E+00   0.579729E+03
   0.396395E+00   0.563978E+03
   0.401758E+00   0.548329E+03
   0.407121E+00   0.532970E+03
   0.412484E+00   0.518110E+03
   0.417848E+00   0.503890E+03
   0.423211E+00   0.490394E+03
   0.428574E+00   0.477665E+03
   0.433937E+00   0.465681E+03
   0.439300E+00   0.454322E+03
   0.444663E+00   0.443425E+03
   0.450026E+00   0.432862E+03
   0.455389E+00   0.422564E+03
   0.460752E+00   0.412481E+03
   0.466115E+00   0.402578E+03
   0.471478E+00   0.392869E+03
   0.476841E+00   0.383425E+03
   0.482204E+00   0.374310E+03
   0.487568E+00   0.365547E+03
   0.492931E+00   0.357131E+03
   0.498294E+00   0.349060E+03
   0.503657E+00   0.341319E+03
   0.509020E+00   0.333865E+03
   0.514383E+00   0.326641E+03
   0.519746E+00   0.319608E+03
   0.525109E+00   0.312754E+03
   0.530472E+00   0.306067E+03
   0.535835E+00   0.299537E+03
   0.541198E+00   0.293168E+03
   0.546561E+00   0.286978E+03
   0.551925E+00   0.280984E+03
   0.557288E+00   0.275185E+03
   0.562651E+00   0.269569E+03
   0.568014E+00   0.264131E+03
   0.573377E+00   0.258865E+03
   0.578740E+00   0.253758E+03
   0.584103E+00   0.248786E+03
   0.589466E+00   0.243936E+03
   0.594829E+00   0.239208E+03
   0.600192E+00   0.234600E+03
   0.605555E+00   0.230106E+03
   0.610918E+00   0.225721E+03
   0.616281E+00   0.221450E+03
   0.621645E+00   0.217300E+03
   0.627008E+00   0.213267E+03
   0.674474E+00   0.181792E+03
   0.725535E+00   0.154720E+03
   0.780460E+00   0.131502E+03
   0.839544E+00   0.111628E+03
   0.903101E+00   0.946336E+02
   0.971469E+00   0.801315E+02
   0.104501E+01   0.677724E+02
   0.126811E+01   0.432298E+02
   0.158368E+01   0.255632E+02
   0.197777E+01   0.149843E+02
   0.246994E+01   0.871343E+01
   0.308458E+01   0.502983E+01
   0.385217E+01   0.288370E+01
   0.481078E+01   0.164260E+01
   0.600794E+01   0.929752E+00
   0.750301E+01   0.522872E+00
   0.937012E+01   0.291988E+00
   0.117019E+02   0.161708E+00
   0.146139E+02   0.886056E-01
   0.182505E+02   0.478337E-01
   0.227921E+02   0.252588E-01
   0.284639E+02   0.128857E-01
   0.355471E+02   0.621566E-02
   0.443930E+02   0.272857E-02
   0.554402E+02   0.101405E-02
   0.692364E+02   0.273282E-03
   0.864658E+02   0.339019E-04
   0.107983E+03   0.908423E-07
   0.134854E+03   0.410095E-05
   0.168412E+03   0.636867E-06
   0.210322E+03   0.155839E-06
   0.262660E+03   0.239240E-09
   0.328022E+03   0.135486E-08
   0.409650E+03   0.658940E-11
   0.511591E+03   0.260147E-09
