#           k/h    P           
   0.181872E+00   0.241747E+04
   0.187235E+00   0.233999E+04
   0.192598E+00   0.225722E+04
   0.197961E+00   0.216299E+04
   0.203324E+00   0.205708E+04
   0.208687E+00   0.194471E+04
   0.214050E+00   0.183342E+04
   0.219414E+00   0.173008E+04
   0.224777E+00   0.163948E+04
   0.230140E+00   0.156368E+04
   0.235503E+00   0.150189E+04
   0.240866E+00   0.145108E+04
   0.246229E+00   0.140702E+04
   0.251592E+00   0.136528E+04
   0.256955E+00   0.132217E+04
   0.262318E+00   0.127578E+04
   0.267681E+00   0.122625E+04
   0.273044E+00   0.117519E+04
   0.278407E+00   0.112470E+04
   0.283771E+00   0.107679E+04
   0.289134E+00   0.103312E+04
   0.294497E+00   0.994598E+03
   0.299860E+00   0.961102E+03
   0.305223E+00   0.931633E+03
   0.310586E+00   0.904836E+03
   0.315949E+00   0.879385E+03
   0.321312E+00   0.854166E+03
   0.326675E+00   0.828455E+03
   0.332038E+00   0.802090E+03
   0.337401E+00   0.775450E+03
   0.342764E+00   0.749186E+03
   0.348127E+00   0.723955E+03
   0.353491E+00   0.700275E+03
   0.358854E+00   0.678446E+03
   0.364217E+00   0.658493E+03
   0.369580E+00   0.640166E+03
   0.374943E+00   0.623063E+03
   0.380306E+00   0.606768E+03
   0.385669E+00   0.590923E+03
   0.391032E+00   0.575257E+03
   0.396395E+00   0.559639E+03
   0.401758E+00   0.544121E+03
   0.407121E+00   0.528889E+03
   0.412484E+00   0.514151E+03
   0.417848E+00   0.500049E+03
   0.423211E+00   0.486664E+03
   0.428574E+00   0.474041E+03
   0.433937E+00   0.462156E+03
   0.439300E+00   0.450893E+03
   0.444663E+00   0.440086E+03
   0.450026E+00   0.429611E+03
   0.455389E+00   0.419399E+03
   0.460752E+00   0.409399E+03
   0.466115E+00   0.399576E+03
   0.471478E+00   0.389947E+03
   0.476841E+00   0.380579E+03
   0.482204E+00   0.371538E+03
   0.487568E+00   0.362845E+03
   0.492931E+00   0.354497E+03
   0.498294E+00   0.346491E+03
   0.503657E+00   0.338812E+03
   0.509020E+00   0.331418E+03
   0.514383E+00   0.324252E+03
   0.519746E+00   0.317276E+03
   0.525109E+00   0.310476E+03
   0.530472E+00   0.303843E+03
   0.535835E+00   0.297365E+03
   0.541198E+00   0.291046E+03
   0.546561E+00   0.284905E+03
   0.551925E+00   0.278958E+03
   0.557288E+00   0.273204E+03
   0.562651E+00   0.267632E+03
   0.568014E+00   0.262236E+03
   0.573377E+00   0.257012E+03
   0.578740E+00   0.251945E+03
   0.584103E+00   0.247011E+03
   0.589466E+00   0.242199E+03
   0.594829E+00   0.237508E+03
   0.600192E+00   0.232936E+03
   0.605555E+00   0.228476E+03
   0.610918E+00   0.224125E+03
   0.616281E+00   0.219887E+03
   0.621645E+00   0.215769E+03
   0.627008E+00   0.211766E+03
   0.674474E+00   0.180530E+03
   0.725535E+00   0.153661E+03
   0.780460E+00   0.130614E+03
   0.839544E+00   0.110883E+03
   0.903101E+00   0.940102E+02
   0.971469E+00   0.796102E+02
   0.104501E+01   0.673369E+02
   0.126811E+01   0.429608E+02
   0.158368E+01   0.254100E+02
   0.197777E+01   0.148983E+02
   0.246994E+01   0.866596E+01
   0.308458E+01   0.500439E+01
   0.385217E+01   0.287073E+01
   0.481078E+01   0.163663E+01
   0.600794E+01   0.927648E+00
   0.750301E+01   0.522853E+00
   0.937012E+01   0.293048E+00
   0.117019E+02   0.163279E+00
   0.146139E+02   0.903672E-01
   0.182505E+02   0.496032E-01
   0.227921E+02   0.269294E-01
   0.284639E+02   0.143905E-01
   0.355471E+02   0.750755E-02
   0.443930E+02   0.377063E-02
   0.554402E+02   0.177944E-02
   0.692364E+02   0.755465E-03
   0.864658E+02   0.265410E-03
   0.107983E+03   0.640330E-04
   0.134854E+03   0.570331E-05
   0.168412E+03   0.325728E-06
   0.210322E+03   0.122339E-05
   0.262660E+03   0.726082E-07
   0.328022E+03   0.525603E-07
   0.409650E+03   0.139445E-08
   0.511591E+03   0.423201E-10
