#           k/h    P           
   0.299860E+00   0.975995E+03
   0.305223E+00   0.946010E+03
   0.310586E+00   0.918735E+03
   0.315949E+00   0.892831E+03
   0.321312E+00   0.867169E+03
   0.326675E+00   0.841015E+03
   0.332038E+00   0.814208E+03
   0.337401E+00   0.787130E+03
   0.342764E+00   0.760440E+03
   0.348127E+00   0.734803E+03
   0.353491E+00   0.710741E+03
   0.358854E+00   0.688559E+03
   0.364217E+00   0.668278E+03
   0.369580E+00   0.649648E+03
   0.374943E+00   0.632261E+03
   0.380306E+00   0.615694E+03
   0.385669E+00   0.599585E+03
   0.391032E+00   0.583660E+03
   0.396395E+00   0.567789E+03
   0.401758E+00   0.552021E+03
   0.407121E+00   0.536546E+03
   0.412484E+00   0.521575E+03
   0.417848E+00   0.507249E+03
   0.423211E+00   0.493653E+03
   0.428574E+00   0.480831E+03
   0.433937E+00   0.468759E+03
   0.439300E+00   0.457317E+03
   0.444663E+00   0.446339E+03
   0.450026E+00   0.435699E+03
   0.455389E+00   0.425325E+03
   0.460752E+00   0.415169E+03
   0.466115E+00   0.405194E+03
   0.471478E+00   0.395415E+03
   0.476841E+00   0.385902E+03
   0.482204E+00   0.376722E+03
   0.487568E+00   0.367896E+03
   0.492931E+00   0.359420E+03
   0.498294E+00   0.351291E+03
   0.503657E+00   0.343496E+03
   0.509020E+00   0.335989E+03
   0.514383E+00   0.328714E+03
   0.519746E+00   0.321632E+03
   0.525109E+00   0.314729E+03
   0.530472E+00   0.307996E+03
   0.535835E+00   0.301421E+03
   0.541198E+00   0.295008E+03
   0.546561E+00   0.288775E+03
   0.551925E+00   0.282739E+03
   0.557288E+00   0.276900E+03
   0.562651E+00   0.271245E+03
   0.568014E+00   0.265769E+03
   0.573377E+00   0.260468E+03
   0.578740E+00   0.255326E+03
   0.584103E+00   0.250319E+03
   0.589466E+00   0.245437E+03
   0.594829E+00   0.240677E+03
   0.600192E+00   0.236038E+03
   0.605555E+00   0.231513E+03
   0.610918E+00   0.227099E+03
   0.616281E+00   0.222799E+03
   0.621645E+00   0.218622E+03
   0.627008E+00   0.214561E+03
   0.680214E+00   0.179492E+03
   0.737935E+00   0.149877E+03
   0.800554E+00   0.124943E+03
   0.868486E+00   0.103989E+03
   0.942183E+00   0.864154E+02
   0.101542E+01   0.728022E+02
   0.126811E+01   0.434600E+02
   0.158368E+01   0.256958E+02
   0.197777E+01   0.150612E+02
   0.246994E+01   0.875871E+01
   0.308458E+01   0.505725E+01
   0.385217E+01   0.290107E+01
   0.481078E+01   0.165429E+01
   0.600794E+01   0.938184E+00
   0.750301E+01   0.529389E+00
   0.937012E+01   0.297322E+00
   0.117019E+02   0.166256E+00
   0.146139E+02   0.925796E-01
   0.182505E+02   0.513444E-01
   0.227921E+02   0.283600E-01
   0.284639E+02   0.155977E-01
   0.355471E+02   0.853754E-02
   0.443930E+02   0.464613E-02
   0.554402E+02   0.250945E-02
   0.692364E+02   0.134124E-02
   0.864658E+02   0.705890E-03
   0.107983E+03   0.362848E-03
   0.134854E+03   0.179731E-03
   0.168412E+03   0.838815E-04
   0.210322E+03   0.354985E-04
   0.262660E+03   0.127175E-04
   0.328022E+03   0.336028E-05
   0.409650E+03   0.454409E-06
   0.511591E+03   0.107158E-08
