#           k/h    P           
   0.299860E+00   0.975905E+03
   0.305223E+00   0.945916E+03
   0.310586E+00   0.918637E+03
   0.315949E+00   0.892729E+03
   0.321312E+00   0.867062E+03
   0.326675E+00   0.840905E+03
   0.332038E+00   0.814094E+03
   0.337401E+00   0.787013E+03
   0.342764E+00   0.760319E+03
   0.348127E+00   0.734679E+03
   0.353491E+00   0.710614E+03
   0.358854E+00   0.688429E+03
   0.364217E+00   0.668145E+03
   0.369580E+00   0.649512E+03
   0.374943E+00   0.632122E+03
   0.380306E+00   0.615552E+03
   0.385669E+00   0.599440E+03
   0.391032E+00   0.583513E+03
   0.396395E+00   0.567638E+03
   0.401758E+00   0.551868E+03
   0.407121E+00   0.536391E+03
   0.412484E+00   0.521417E+03
   0.417848E+00   0.507090E+03
   0.423211E+00   0.493492E+03
   0.428574E+00   0.480667E+03
   0.433937E+00   0.468593E+03
   0.439300E+00   0.457148E+03
   0.444663E+00   0.446169E+03
   0.450026E+00   0.435526E+03
   0.455389E+00   0.425151E+03
   0.460752E+00   0.414993E+03
   0.466115E+00   0.405015E+03
   0.471478E+00   0.395235E+03
   0.476841E+00   0.385721E+03
   0.482204E+00   0.376539E+03
   0.487568E+00   0.367711E+03
   0.492931E+00   0.359234E+03
   0.498294E+00   0.351103E+03
   0.503657E+00   0.343306E+03
   0.509020E+00   0.335798E+03
   0.514383E+00   0.328521E+03
   0.519746E+00   0.321438E+03
   0.525109E+00   0.314534E+03
   0.530472E+00   0.307799E+03
   0.535835E+00   0.301223E+03
   0.541198E+00   0.294808E+03
   0.546561E+00   0.288574E+03
   0.551925E+00   0.282537E+03
   0.557288E+00   0.276696E+03
   0.562651E+00   0.271040E+03
   0.568014E+00   0.265563E+03
   0.573377E+00   0.260261E+03
   0.578740E+00   0.255117E+03
   0.584103E+00   0.250110E+03
   0.589466E+00   0.245226E+03
   0.594829E+00   0.240465E+03
   0.600192E+00   0.235826E+03
   0.605555E+00   0.231300E+03
   0.610918E+00   0.226884E+03
   0.616281E+00   0.222584E+03
   0.621645E+00   0.218405E+03
   0.627008E+00   0.214344E+03
   0.680214E+00   0.179266E+03
   0.737935E+00   0.149645E+03
   0.800554E+00   0.124704E+03
   0.868486E+00   0.103745E+03
   0.942183E+00   0.861665E+02
   0.101542E+01   0.725498E+02
   0.126811E+01   0.432007E+02
   0.158368E+01   0.254341E+02
   0.197777E+01   0.148012E+02
   0.246994E+01   0.850391E+01
   0.308458E+01   0.481101E+01
   0.385217E+01   0.266665E+01
   0.481078E+01   0.143513E+01
   0.600794E+01   0.738077E+00
   0.750301E+01   0.352641E+00
   0.937012E+01   0.148617E+00
   0.117019E+02   0.498472E-01
   0.146139E+02   0.104176E-01
   0.182505E+02   0.491603E-03
   0.227921E+02   0.209030E-03
   0.284639E+02   0.186344E-03
   0.355471E+02   0.829724E-06
   0.443930E+02   0.541208E-05
   0.554402E+02   0.158397E-05
   0.692364E+02   0.281460E-06
   0.864658E+02   0.881562E-09
   0.107983E+03   0.931854E-08
   0.134854E+03   0.775823E-09
   0.168412E+03   0.399676E-09
   0.210322E+03   0.723625E-11
   0.262660E+03   0.235069E-11
   0.328022E+03   0.142758E-11
   0.409650E+03   0.142195E-12
   0.511591E+03   0.402788E-13
