#           k/h    P           
   0.299860E+00   0.975602E+03
   0.305223E+00   0.945609E+03
   0.310586E+00   0.918328E+03
   0.315949E+00   0.892416E+03
   0.321312E+00   0.866747E+03
   0.326675E+00   0.840586E+03
   0.332038E+00   0.813774E+03
   0.337401E+00   0.786690E+03
   0.342764E+00   0.759995E+03
   0.348127E+00   0.734353E+03
   0.353491E+00   0.710286E+03
   0.358854E+00   0.688099E+03
   0.364217E+00   0.667813E+03
   0.369580E+00   0.649178E+03
   0.374943E+00   0.631786E+03
   0.380306E+00   0.615214E+03
   0.385669E+00   0.599099E+03
   0.391032E+00   0.583170E+03
   0.396395E+00   0.567294E+03
   0.401758E+00   0.551522E+03
   0.407121E+00   0.536044E+03
   0.412484E+00   0.521068E+03
   0.417848E+00   0.506739E+03
   0.423211E+00   0.493140E+03
   0.428574E+00   0.480314E+03
   0.433937E+00   0.468238E+03
   0.439300E+00   0.456792E+03
   0.444663E+00   0.445810E+03
   0.450026E+00   0.435166E+03
   0.455389E+00   0.424790E+03
   0.460752E+00   0.414630E+03
   0.466115E+00   0.404651E+03
   0.471478E+00   0.394869E+03
   0.476841E+00   0.385354E+03
   0.482204E+00   0.376171E+03
   0.487568E+00   0.367342E+03
   0.492931E+00   0.358863E+03
   0.498294E+00   0.350732E+03
   0.503657E+00   0.342933E+03
   0.509020E+00   0.335424E+03
   0.514383E+00   0.328146E+03
   0.519746E+00   0.321062E+03
   0.525109E+00   0.314156E+03
   0.530472E+00   0.307421E+03
   0.535835E+00   0.300843E+03
   0.541198E+00   0.294427E+03
   0.546561E+00   0.288192E+03
   0.551925E+00   0.282155E+03
   0.557288E+00   0.276313E+03
   0.562651E+00   0.270656E+03
   0.568014E+00   0.265178E+03
   0.573377E+00   0.259875E+03
   0.578740E+00   0.254730E+03
   0.584103E+00   0.249722E+03
   0.589466E+00   0.244837E+03
   0.594829E+00   0.240075E+03
   0.600192E+00   0.235435E+03
   0.605555E+00   0.230909E+03
   0.610918E+00   0.226492E+03
   0.616281E+00   0.222191E+03
   0.621645E+00   0.218012E+03
   0.627008E+00   0.213950E+03
   0.680214E+00   0.178865E+03
   0.737935E+00   0.149237E+03
   0.800554E+00   0.124291E+03
   0.868486E+00   0.103327E+03
   0.942183E+00   0.857449E+02
   0.101542E+01   0.721252E+02
   0.126811E+01   0.427714E+02
   0.158368E+01   0.250063E+02
   0.197777E+01   0.143813E+02
   0.246994E+01   0.809915E+01
   0.308458E+01   0.442944E+01
   0.385217E+01   0.231771E+01
   0.481078E+01   0.112992E+01
   0.600794E+01   0.488887E+00
   0.750301E+01   0.170663E+00
   0.937012E+01   0.385750E-01
   0.117019E+02   0.250304E-02
   0.146139E+02   0.452768E-03
   0.182505E+02   0.623873E-03
   0.227921E+02   0.115667E-07
   0.284639E+02   0.210244E-04
   0.355471E+02   0.516545E-05
   0.443930E+02   0.100952E-05
   0.554402E+02   0.268561E-07
   0.692364E+02   0.394447E-07
   0.864658E+02   0.556716E-08
   0.107983E+03   0.977502E-09
   0.134854E+03   0.107885E-09
   0.168412E+03   0.760936E-14
   0.210322E+03   0.414426E-11
   0.262660E+03   0.973203E-13
   0.328022E+03   0.619419E-13
   0.409650E+03   0.301586E-13
   0.511591E+03   0.641563E-14
