#           k/h    P           
   0.299860E+00   0.976084E+03
   0.305223E+00   0.946096E+03
   0.310586E+00   0.918820E+03
   0.315949E+00   0.892913E+03
   0.321312E+00   0.867249E+03
   0.326675E+00   0.841093E+03
   0.332038E+00   0.814285E+03
   0.337401E+00   0.787204E+03
   0.342764E+00   0.760512E+03
   0.348127E+00   0.734872E+03
   0.353491E+00   0.710809E+03
   0.358854E+00   0.688625E+03
   0.364217E+00   0.668342E+03
   0.369580E+00   0.649711E+03
   0.374943E+00   0.632322E+03
   0.380306E+00   0.615754E+03
   0.385669E+00   0.599643E+03
   0.391032E+00   0.583717E+03
   0.396395E+00   0.567844E+03
   0.401758E+00   0.552075E+03
   0.407121E+00   0.536599E+03
   0.412484E+00   0.521626E+03
   0.417848E+00   0.507299E+03
   0.423211E+00   0.493702E+03
   0.428574E+00   0.480879E+03
   0.433937E+00   0.468805E+03
   0.439300E+00   0.457362E+03
   0.444663E+00   0.446383E+03
   0.450026E+00   0.435742E+03
   0.455389E+00   0.425368E+03
   0.460752E+00   0.415211E+03
   0.466115E+00   0.405234E+03
   0.471478E+00   0.395454E+03
   0.476841E+00   0.385941E+03
   0.482204E+00   0.376760E+03
   0.487568E+00   0.367933E+03
   0.492931E+00   0.359456E+03
   0.498294E+00   0.351327E+03
   0.503657E+00   0.343530E+03
   0.509020E+00   0.336023E+03
   0.514383E+00   0.328747E+03
   0.519746E+00   0.321664E+03
   0.525109E+00   0.314761E+03
   0.530472E+00   0.308027E+03
   0.535835E+00   0.301451E+03
   0.541198E+00   0.295037E+03
   0.546561E+00   0.288803E+03
   0.551925E+00   0.282767E+03
   0.557288E+00   0.276927E+03
   0.562651E+00   0.271272E+03
   0.568014E+00   0.265796E+03
   0.573377E+00   0.260494E+03
   0.578740E+00   0.255351E+03
   0.584103E+00   0.250344E+03
   0.589466E+00   0.245461E+03
   0.594829E+00   0.240700E+03
   0.600192E+00   0.236061E+03
   0.605555E+00   0.231536E+03
   0.610918E+00   0.227121E+03
   0.616281E+00   0.222821E+03
   0.621645E+00   0.218643E+03
   0.627008E+00   0.214582E+03
   0.680214E+00   0.179509E+03
   0.737935E+00   0.149891E+03
   0.800554E+00   0.124954E+03
   0.868486E+00   0.103998E+03
   0.942183E+00   0.864222E+02
   0.101542E+01   0.728074E+02
   0.126811E+01   0.434620E+02
   0.158368E+01   0.256958E+02
   0.197777E+01   0.150601E+02
   0.246994E+01   0.875699E+01
   0.308458E+01   0.505523E+01
   0.385217E+01   0.289892E+01
   0.481078E+01   0.165213E+01
   0.600794E+01   0.936078E+00
   0.750301E+01   0.527370E+00
   0.937012E+01   0.295415E+00
   0.117019E+02   0.164472E+00
   0.146139E+02   0.909260E-01
   0.182505E+02   0.498256E-01
   0.227921E+02   0.269782E-01
   0.284639E+02   0.143550E-01
   0.355471E+02   0.743668E-02
   0.443930E+02   0.369167E-02
   0.554402E+02   0.170793E-02
   0.692364E+02   0.700198E-03
   0.864658E+02   0.230325E-03
   0.107983E+03   0.480498E-04
   0.134854E+03   0.243010E-05
   0.168412E+03   0.928395E-06
   0.210322E+03   0.108616E-05
   0.262660E+03   0.453819E-08
   0.328022E+03   0.447651E-07
   0.409650E+03   0.591818E-08
   0.511591E+03   0.955980E-09
