#           k/h    P           
   0.299860E+00   0.976080E+03
   0.305223E+00   0.946093E+03
   0.310586E+00   0.918816E+03
   0.315949E+00   0.892910E+03
   0.321312E+00   0.867246E+03
   0.326675E+00   0.841091E+03
   0.332038E+00   0.814282E+03
   0.337401E+00   0.787201E+03
   0.342764E+00   0.760509E+03
   0.348127E+00   0.734870E+03
   0.353491E+00   0.710807E+03
   0.358854E+00   0.688623E+03
   0.364217E+00   0.668340E+03
   0.369580E+00   0.649709E+03
   0.374943E+00   0.632320E+03
   0.380306E+00   0.615752E+03
   0.385669E+00   0.599641E+03
   0.391032E+00   0.583716E+03
   0.396395E+00   0.567843E+03
   0.401758E+00   0.552073E+03
   0.407121E+00   0.536598E+03
   0.412484E+00   0.521625E+03
   0.417848E+00   0.507298E+03
   0.423211E+00   0.493701E+03
   0.428574E+00   0.480878E+03
   0.433937E+00   0.468804E+03
   0.439300E+00   0.457361E+03
   0.444663E+00   0.446382E+03
   0.450026E+00   0.435741E+03
   0.455389E+00   0.425367E+03
   0.460752E+00   0.415210E+03
   0.466115E+00   0.405233E+03
   0.471478E+00   0.395453E+03
   0.476841E+00   0.385940E+03
   0.482204E+00   0.376759E+03
   0.487568E+00   0.367932E+03
   0.492931E+00   0.359456E+03
   0.498294E+00   0.351326E+03
   0.503657E+00   0.343530E+03
   0.509020E+00   0.336022E+03
   0.514383E+00   0.328746E+03
   0.519746E+00   0.321664E+03
   0.525109E+00   0.314760E+03
   0.530472E+00   0.308026E+03
   0.535835E+00   0.301451E+03
   0.541198E+00   0.295037E+03
   0.546561E+00   0.288803E+03
   0.551925E+00   0.282767E+03
   0.557288E+00   0.276927E+03
   0.562651E+00   0.271272E+03
   0.568014E+00   0.265795E+03
   0.573377E+00   0.260494E+03
   0.578740E+00   0.255351E+03
   0.584103E+00   0.250344E+03
   0.589466E+00   0.245461E+03
   0.594829E+00   0.240700E+03
   0.600192E+00   0.236061E+03
   0.605555E+00   0.231536E+03
   0.610918E+00   0.227121E+03
   0.616281E+00   0.222821E+03
   0.621645E+00   0.218643E+03
   0.627008E+00   0.214582E+03
   0.680214E+00   0.179509E+03
   0.737935E+00   0.149892E+03
   0.800554E+00   0.124955E+03
   0.868486E+00   0.103998E+03
   0.942183E+00   0.864228E+02
   0.101542E+01   0.728081E+02
   0.126811E+01   0.434628E+02
   0.158368E+01   0.256967E+02
   0.197777E+01   0.150610E+02
   0.246994E+01   0.875788E+01
   0.308458E+01   0.505612E+01
   0.385217E+01   0.289978E+01
   0.481078E+01   0.165295E+01
   0.600794E+01   0.936864E+00
   0.750301E+01   0.528112E+00
   0.937012E+01   0.296110E+00
   0.117019E+02   0.165118E+00
   0.146139E+02   0.915221E-01
   0.182505E+02   0.503704E-01
   0.227921E+02   0.274708E-01
   0.284639E+02   0.147937E-01
   0.355471E+02   0.781936E-02
   0.443930E+02   0.401503E-02
   0.554402E+02   0.196783E-02
   0.692364E+02   0.892686E-03
   0.864658E+02   0.354287E-03
   0.107983E+03   0.109844E-03
   0.134854E+03   0.200644E-04
   0.168412E+03   0.510246E-06
   0.210322E+03   0.743587E-06
   0.262660E+03   0.473294E-06
   0.328022E+03   0.162270E-08
   0.409650E+03   0.151255E-07
   0.511591E+03   0.336897E-08
