#           k/h    P           
   0.299860E+00   0.976075E+03
   0.305223E+00   0.946087E+03
   0.310586E+00   0.918811E+03
   0.315949E+00   0.892905E+03
   0.321312E+00   0.867241E+03
   0.326675E+00   0.841086E+03
   0.332038E+00   0.814277E+03
   0.337401E+00   0.787197E+03
   0.342764E+00   0.760505E+03
   0.348127E+00   0.734866E+03
   0.353491E+00   0.710803E+03
   0.358854E+00   0.688619E+03
   0.364217E+00   0.668337E+03
   0.369580E+00   0.649705E+03
   0.374943E+00   0.632317E+03
   0.380306E+00   0.615749E+03
   0.385669E+00   0.599638E+03
   0.391032E+00   0.583713E+03
   0.396395E+00   0.567840E+03
   0.401758E+00   0.552070E+03
   0.407121E+00   0.536595E+03
   0.412484E+00   0.521622E+03
   0.417848E+00   0.507296E+03
   0.423211E+00   0.493698E+03
   0.428574E+00   0.480875E+03
   0.433937E+00   0.468802E+03
   0.439300E+00   0.457359E+03
   0.444663E+00   0.446380E+03
   0.450026E+00   0.435739E+03
   0.455389E+00   0.425365E+03
   0.460752E+00   0.415208E+03
   0.466115E+00   0.405231E+03
   0.471478E+00   0.395452E+03
   0.476841E+00   0.385938E+03
   0.482204E+00   0.376757E+03
   0.487568E+00   0.367930E+03
   0.492931E+00   0.359454E+03
   0.498294E+00   0.351324E+03
   0.503657E+00   0.343528E+03
   0.509020E+00   0.336021E+03
   0.514383E+00   0.328745E+03
   0.519746E+00   0.321662E+03
   0.525109E+00   0.314759E+03
   0.530472E+00   0.308025E+03
   0.535835E+00   0.301450E+03
   0.541198E+00   0.295035E+03
   0.546561E+00   0.288802E+03
   0.551925E+00   0.282766E+03
   0.557288E+00   0.276926E+03
   0.562651E+00   0.271271E+03
   0.568014E+00   0.265794E+03
   0.573377E+00   0.260493E+03
   0.578740E+00   0.255350E+03
   0.584103E+00   0.250343E+03
   0.589466E+00   0.245460E+03
   0.594829E+00   0.240699E+03
   0.600192E+00   0.236060E+03
   0.605555E+00   0.231535E+03
   0.610918E+00   0.227120E+03
   0.616281E+00   0.222821E+03
   0.621645E+00   0.218642E+03
   0.627008E+00   0.214582E+03
   0.680214E+00   0.179509E+03
   0.737935E+00   0.149891E+03
   0.800554E+00   0.124955E+03
   0.868486E+00   0.103998E+03
   0.942183E+00   0.864230E+02
   0.101542E+01   0.728083E+02
   0.126811E+01   0.434632E+02
   0.158368E+01   0.256972E+02
   0.197777E+01   0.150616E+02
   0.246994E+01   0.875844E+01
   0.308458E+01   0.505668E+01
   0.385217E+01   0.290033E+01
   0.481078E+01   0.165349E+01
   0.600794E+01   0.937372E+00
   0.750301E+01   0.528594E+00
   0.937012E+01   0.296561E+00
   0.117019E+02   0.165539E+00
   0.146139E+02   0.919110E-01
   0.182505E+02   0.507271E-01
   0.227921E+02   0.277948E-01
   0.284639E+02   0.150848E-01
   0.355471E+02   0.807680E-02
   0.443930E+02   0.423764E-02
   0.554402E+02   0.215381E-02
   0.692364E+02   0.103980E-02
   0.864658E+02   0.460622E-03
   0.107983E+03   0.175648E-03
   0.134854E+03   0.505409E-04
   0.168412E+03   0.772331E-05
   0.210322E+03   0.389666E-07
   0.262660E+03   0.513171E-06
   0.328022E+03   0.175570E-06
   0.409650E+03   0.758452E-08
   0.511591E+03   0.319730E-08
