#           k/h    P           
   0.299860E+00   0.975789E+03
   0.305223E+00   0.945799E+03
   0.310586E+00   0.918519E+03
   0.315949E+00   0.892609E+03
   0.321312E+00   0.866942E+03
   0.326675E+00   0.840783E+03
   0.332038E+00   0.813972E+03
   0.337401E+00   0.786889E+03
   0.342764E+00   0.760195E+03
   0.348127E+00   0.734554E+03
   0.353491E+00   0.710489E+03
   0.358854E+00   0.688303E+03
   0.364217E+00   0.668018E+03
   0.369580E+00   0.649384E+03
   0.374943E+00   0.631993E+03
   0.380306E+00   0.615423E+03
   0.385669E+00   0.599310E+03
   0.391032E+00   0.583382E+03
   0.396395E+00   0.567507E+03
   0.401758E+00   0.551736E+03
   0.407121E+00   0.536259E+03
   0.412484E+00   0.521284E+03
   0.417848E+00   0.506956E+03
   0.423211E+00   0.493357E+03
   0.428574E+00   0.480532E+03
   0.433937E+00   0.468457E+03
   0.439300E+00   0.457012E+03
   0.444663E+00   0.446032E+03
   0.450026E+00   0.435389E+03
   0.455389E+00   0.425013E+03
   0.460752E+00   0.414855E+03
   0.466115E+00   0.404876E+03
   0.471478E+00   0.395095E+03
   0.476841E+00   0.385581E+03
   0.482204E+00   0.376399E+03
   0.487568E+00   0.367570E+03
   0.492931E+00   0.359092E+03
   0.498294E+00   0.350961E+03
   0.503657E+00   0.343164E+03
   0.509020E+00   0.335655E+03
   0.514383E+00   0.328378E+03
   0.519746E+00   0.321294E+03
   0.525109E+00   0.314390E+03
   0.530472E+00   0.307655E+03
   0.535835E+00   0.301078E+03
   0.541198E+00   0.294663E+03
   0.546561E+00   0.288428E+03
   0.551925E+00   0.282391E+03
   0.557288E+00   0.276550E+03
   0.562651E+00   0.270894E+03
   0.568014E+00   0.265416E+03
   0.573377E+00   0.260114E+03
   0.578740E+00   0.254970E+03
   0.584103E+00   0.249962E+03
   0.589466E+00   0.245078E+03
   0.594829E+00   0.240316E+03
   0.600192E+00   0.235677E+03
   0.605555E+00   0.231151E+03
   0.610918E+00   0.226735E+03
   0.616281E+00   0.222434E+03
   0.621645E+00   0.218255E+03
   0.627008E+00   0.214194E+03
   0.680214E+00   0.179113E+03
   0.737935E+00   0.149489E+03
   0.800554E+00   0.124547E+03
   0.868486E+00   0.103585E+03
   0.942183E+00   0.860056E+02
   0.101542E+01   0.723877E+02
   0.126811E+01   0.430366E+02
   0.158368E+01   0.252703E+02
   0.197777E+01   0.146399E+02
   0.246994E+01   0.834763E+01
   0.308458E+01   0.466236E+01
   0.385217E+01   0.252866E+01
   0.481078E+01   0.131136E+01
   0.600794E+01   0.632714E+00
   0.750301E+01   0.270099E+00
   0.937012E+01   0.923902E-01
   0.117019E+02   0.200762E-01
   0.146139E+02   0.111784E-02
   0.182505E+02   0.314241E-03
   0.227921E+02   0.342311E-03
   0.284639E+02   0.453680E-06
   0.355471E+02   0.107215E-04
   0.443930E+02   0.288460E-05
   0.554402E+02   0.538584E-06
   0.692364E+02   0.634216E-08
   0.864658E+02   0.196616E-07
   0.107983E+03   0.221395E-08
   0.134854E+03   0.675716E-09
   0.168412E+03   0.352554E-10
   0.210322E+03   0.110359E-11
   0.262660E+03   0.289316E-11
   0.328022E+03   0.390033E-13
   0.409650E+03   0.836146E-13
   0.511591E+03   0.331295E-14
