#           k/h    P           
   0.299860E+00   0.976080E+03
   0.305223E+00   0.946092E+03
   0.310586E+00   0.918816E+03
   0.315949E+00   0.892909E+03
   0.321312E+00   0.867244E+03
   0.326675E+00   0.841089E+03
   0.332038E+00   0.814280E+03
   0.337401E+00   0.787199E+03
   0.342764E+00   0.760506E+03
   0.348127E+00   0.734867E+03
   0.353491E+00   0.710803E+03
   0.358854E+00   0.688619E+03
   0.364217E+00   0.668336E+03
   0.369580E+00   0.649704E+03
   0.374943E+00   0.632315E+03
   0.380306E+00   0.615747E+03
   0.385669E+00   0.599636E+03
   0.391032E+00   0.583710E+03
   0.396395E+00   0.567837E+03
   0.401758E+00   0.552067E+03
   0.407121E+00   0.536591E+03
   0.412484E+00   0.521618E+03
   0.417848E+00   0.507292E+03
   0.423211E+00   0.493694E+03
   0.428574E+00   0.480871E+03
   0.433937E+00   0.468797E+03
   0.439300E+00   0.457354E+03
   0.444663E+00   0.446375E+03
   0.450026E+00   0.435733E+03
   0.455389E+00   0.425359E+03
   0.460752E+00   0.415202E+03
   0.466115E+00   0.405225E+03
   0.471478E+00   0.395445E+03
   0.476841E+00   0.385932E+03
   0.482204E+00   0.376751E+03
   0.487568E+00   0.367924E+03
   0.492931E+00   0.359447E+03
   0.498294E+00   0.351317E+03
   0.503657E+00   0.343520E+03
   0.509020E+00   0.336013E+03
   0.514383E+00   0.328737E+03
   0.519746E+00   0.321655E+03
   0.525109E+00   0.314751E+03
   0.530472E+00   0.308017E+03
   0.535835E+00   0.301441E+03
   0.541198E+00   0.295027E+03
   0.546561E+00   0.288793E+03
   0.551925E+00   0.282757E+03
   0.557288E+00   0.276917E+03
   0.562651E+00   0.271262E+03
   0.568014E+00   0.265785E+03
   0.573377E+00   0.260483E+03
   0.578740E+00   0.255340E+03
   0.584103E+00   0.250334E+03
   0.589466E+00   0.245450E+03
   0.594829E+00   0.240690E+03
   0.600192E+00   0.236051E+03
   0.605555E+00   0.231525E+03
   0.610918E+00   0.227110E+03
   0.616281E+00   0.222810E+03
   0.621645E+00   0.218632E+03
   0.627008E+00   0.214571E+03
   0.680214E+00   0.179497E+03
   0.737935E+00   0.149880E+03
   0.800554E+00   0.124942E+03
   0.868486E+00   0.103986E+03
   0.942183E+00   0.864098E+02
   0.101542E+01   0.727949E+02
   0.126811E+01   0.434491E+02
   0.158368E+01   0.256828E+02
   0.197777E+01   0.150472E+02
   0.246994E+01   0.874425E+01
   0.308458E+01   0.504282E+01
   0.385217E+01   0.288695E+01
   0.481078E+01   0.164068E+01
   0.600794E+01   0.925227E+00
   0.750301E+01   0.517174E+00
   0.937012E+01   0.285926E+00
   0.117019E+02   0.155740E+00
   0.146139E+02   0.830063E-01
   0.182505E+02   0.427821E-01
   0.227921E+02   0.208913E-01
   0.284639E+02   0.931956E-02
   0.355471E+02   0.354671E-02
   0.443930E+02   0.996538E-03
   0.554402E+02   0.137709E-03
   0.692364E+02   0.504097E-08
   0.864658E+02   0.129224E-04
   0.107983E+03   0.261386E-05
   0.134854E+03   0.459683E-06
   0.168412E+03   0.591878E-08
   0.210322E+03   0.863046E-08
   0.262660E+03   0.484714E-10
   0.328022E+03   0.105464E-08
   0.409650E+03   0.905263E-10
   0.511591E+03   0.318298E-10
