#           k/h    P           
   0.299860E+00   0.976021E+03
   0.305223E+00   0.946036E+03
   0.310586E+00   0.918761E+03
   0.315949E+00   0.892856E+03
   0.321312E+00   0.867193E+03
   0.326675E+00   0.841039E+03
   0.332038E+00   0.814232E+03
   0.337401E+00   0.787153E+03
   0.342764E+00   0.760462E+03
   0.348127E+00   0.734824E+03
   0.353491E+00   0.710762E+03
   0.358854E+00   0.688579E+03
   0.364217E+00   0.668298E+03
   0.369580E+00   0.649667E+03
   0.374943E+00   0.632280E+03
   0.380306E+00   0.615713E+03
   0.385669E+00   0.599603E+03
   0.391032E+00   0.583678E+03
   0.396395E+00   0.567806E+03
   0.401758E+00   0.552038E+03
   0.407121E+00   0.536563E+03
   0.412484E+00   0.521591E+03
   0.417848E+00   0.507265E+03
   0.423211E+00   0.493669E+03
   0.428574E+00   0.480846E+03
   0.433937E+00   0.468774E+03
   0.439300E+00   0.457331E+03
   0.444663E+00   0.446353E+03
   0.450026E+00   0.435713E+03
   0.455389E+00   0.425339E+03
   0.460752E+00   0.415183E+03
   0.466115E+00   0.405207E+03
   0.471478E+00   0.395428E+03
   0.476841E+00   0.385915E+03
   0.482204E+00   0.376735E+03
   0.487568E+00   0.367908E+03
   0.492931E+00   0.359432E+03
   0.498294E+00   0.351303E+03
   0.503657E+00   0.343507E+03
   0.509020E+00   0.336000E+03
   0.514383E+00   0.328725E+03
   0.519746E+00   0.321643E+03
   0.525109E+00   0.314740E+03
   0.530472E+00   0.308006E+03
   0.535835E+00   0.301431E+03
   0.541198E+00   0.295018E+03
   0.546561E+00   0.288784E+03
   0.551925E+00   0.282749E+03
   0.557288E+00   0.276909E+03
   0.562651E+00   0.271254E+03
   0.568014E+00   0.265778E+03
   0.573377E+00   0.260477E+03
   0.578740E+00   0.255334E+03
   0.584103E+00   0.250328E+03
   0.589466E+00   0.245445E+03
   0.594829E+00   0.240685E+03
   0.600192E+00   0.236046E+03
   0.605555E+00   0.231521E+03
   0.610918E+00   0.227107E+03
   0.616281E+00   0.222807E+03
   0.621645E+00   0.218629E+03
   0.627008E+00   0.214569E+03
   0.680214E+00   0.179498E+03
   0.737935E+00   0.149883E+03
   0.800554E+00   0.124948E+03
   0.868486E+00   0.103993E+03
   0.942183E+00   0.864185E+02
   0.101542E+01   0.728048E+02
   0.126811E+01   0.434615E+02
   0.158368E+01   0.256967E+02
   0.197777E+01   0.150617E+02
   0.246994E+01   0.875892E+01
   0.308458E+01   0.505734E+01
   0.385217E+01   0.290108E+01
   0.481078E+01   0.165426E+01
   0.600794E+01   0.938142E+00
   0.750301E+01   0.529337E+00
   0.937012E+01   0.297268E+00
   0.117019E+02   0.166202E+00
   0.146139E+02   0.925279E-01
   0.182505E+02   0.512958E-01
   0.227921E+02   0.283150E-01
   0.284639E+02   0.155564E-01
   0.355471E+02   0.850004E-02
   0.443930E+02   0.461236E-02
   0.554402E+02   0.247933E-02
   0.692364E+02   0.131472E-02
   0.864658E+02   0.682937E-03
   0.107983E+03   0.343487E-03
   0.134854E+03   0.164028E-03
   0.168412E+03   0.719149E-04
   0.210322E+03   0.272555E-04
   0.262660E+03   0.792984E-05
   0.328022E+03   0.132127E-05
   0.409650E+03   0.263088E-07
   0.511591E+03   0.471891E-07
