#           k/h    P           
   0.299860E+00   0.976041E+03
   0.305223E+00   0.946054E+03
   0.310586E+00   0.918779E+03
   0.315949E+00   0.892874E+03
   0.321312E+00   0.867211E+03
   0.326675E+00   0.841056E+03
   0.332038E+00   0.814248E+03
   0.337401E+00   0.787169E+03
   0.342764E+00   0.760478E+03
   0.348127E+00   0.734840E+03
   0.353491E+00   0.710777E+03
   0.358854E+00   0.688594E+03
   0.364217E+00   0.668312E+03
   0.369580E+00   0.649682E+03
   0.374943E+00   0.632294E+03
   0.380306E+00   0.615726E+03
   0.385669E+00   0.599616E+03
   0.391032E+00   0.583691E+03
   0.396395E+00   0.567819E+03
   0.401758E+00   0.552050E+03
   0.407121E+00   0.536575E+03
   0.412484E+00   0.521603E+03
   0.417848E+00   0.507277E+03
   0.423211E+00   0.493680E+03
   0.428574E+00   0.480857E+03
   0.433937E+00   0.468785E+03
   0.439300E+00   0.457342E+03
   0.444663E+00   0.446364E+03
   0.450026E+00   0.435723E+03
   0.455389E+00   0.425349E+03
   0.460752E+00   0.415192E+03
   0.466115E+00   0.405216E+03
   0.471478E+00   0.395437E+03
   0.476841E+00   0.385924E+03
   0.482204E+00   0.376744E+03
   0.487568E+00   0.367917E+03
   0.492931E+00   0.359441E+03
   0.498294E+00   0.351311E+03
   0.503657E+00   0.343515E+03
   0.509020E+00   0.336008E+03
   0.514383E+00   0.328733E+03
   0.519746E+00   0.321651E+03
   0.525109E+00   0.314748E+03
   0.530472E+00   0.308014E+03
   0.535835E+00   0.301439E+03
   0.541198E+00   0.295025E+03
   0.546561E+00   0.288791E+03
   0.551925E+00   0.282756E+03
   0.557288E+00   0.276916E+03
   0.562651E+00   0.271261E+03
   0.568014E+00   0.265785E+03
   0.573377E+00   0.260483E+03
   0.578740E+00   0.255340E+03
   0.584103E+00   0.250334E+03
   0.589466E+00   0.245451E+03
   0.594829E+00   0.240691E+03
   0.600192E+00   0.236052E+03
   0.605555E+00   0.231527E+03
   0.610918E+00   0.227112E+03
   0.616281E+00   0.222813E+03
   0.621645E+00   0.218635E+03
   0.627008E+00   0.214574E+03
   0.680214E+00   0.179502E+03
   0.737935E+00   0.149886E+03
   0.800554E+00   0.124951E+03
   0.868486E+00   0.103995E+03
   0.942183E+00   0.864206E+02
   0.101542E+01   0.728065E+02
   0.126811E+01   0.434625E+02
   0.158368E+01   0.256971E+02
   0.197777E+01   0.150619E+02
   0.246994E+01   0.875899E+01
   0.308458E+01   0.505732E+01
   0.385217E+01   0.290102E+01
   0.481078E+01   0.165418E+01
   0.600794E+01   0.938051E+00
   0.750301E+01   0.529245E+00
   0.937012E+01   0.297177E+00
   0.117019E+02   0.166116E+00
   0.146139E+02   0.924464E-01
   0.182505E+02   0.512202E-01
   0.227921E+02   0.282454E-01
   0.284639E+02   0.154929E-01
   0.355471E+02   0.844255E-02
   0.443930E+02   0.456080E-02
   0.554402E+02   0.243363E-02
   0.692364E+02   0.127483E-02
   0.864658E+02   0.648899E-03
   0.107983E+03   0.315435E-03
   0.134854E+03   0.142142E-03
   0.168412E+03   0.562952E-04
   0.210322E+03   0.176661E-04
   0.262660E+03   0.344284E-05
   0.328022E+03   0.150675E-06
   0.409650E+03   0.661153E-07
   0.511591E+03   0.683248E-07
