#           k/h    P           
   0.299860E+00   0.975977E+03
   0.305223E+00   0.945992E+03
   0.310586E+00   0.918718E+03
   0.315949E+00   0.892814E+03
   0.321312E+00   0.867152E+03
   0.326675E+00   0.840999E+03
   0.332038E+00   0.814193E+03
   0.337401E+00   0.787115E+03
   0.342764E+00   0.760425E+03
   0.348127E+00   0.734788E+03
   0.353491E+00   0.710727E+03
   0.358854E+00   0.688545E+03
   0.364217E+00   0.668264E+03
   0.369580E+00   0.649635E+03
   0.374943E+00   0.632248E+03
   0.380306E+00   0.615681E+03
   0.385669E+00   0.599572E+03
   0.391032E+00   0.583648E+03
   0.396395E+00   0.567777E+03
   0.401758E+00   0.552009E+03
   0.407121E+00   0.536535E+03
   0.412484E+00   0.521564E+03
   0.417848E+00   0.507239E+03
   0.423211E+00   0.493643E+03
   0.428574E+00   0.480821E+03
   0.433937E+00   0.468749E+03
   0.439300E+00   0.457307E+03
   0.444663E+00   0.446329E+03
   0.450026E+00   0.435689E+03
   0.455389E+00   0.425316E+03
   0.460752E+00   0.415160E+03
   0.466115E+00   0.405185E+03
   0.471478E+00   0.395406E+03
   0.476841E+00   0.385894E+03
   0.482204E+00   0.376714E+03
   0.487568E+00   0.367888E+03
   0.492931E+00   0.359412E+03
   0.498294E+00   0.351283E+03
   0.503657E+00   0.343488E+03
   0.509020E+00   0.335981E+03
   0.514383E+00   0.328706E+03
   0.519746E+00   0.321625E+03
   0.525109E+00   0.314722E+03
   0.530472E+00   0.307989E+03
   0.535835E+00   0.301414E+03
   0.541198E+00   0.295001E+03
   0.546561E+00   0.288768E+03
   0.551925E+00   0.282732E+03
   0.557288E+00   0.276893E+03
   0.562651E+00   0.271238E+03
   0.568014E+00   0.265763E+03
   0.573377E+00   0.260462E+03
   0.578740E+00   0.255319E+03
   0.584103E+00   0.250313E+03
   0.589466E+00   0.245431E+03
   0.594829E+00   0.240671E+03
   0.600192E+00   0.236032E+03
   0.605555E+00   0.231508E+03
   0.610918E+00   0.227093E+03
   0.616281E+00   0.222794E+03
   0.621645E+00   0.218616E+03
   0.627008E+00   0.214556E+03
   0.680214E+00   0.179487E+03
   0.737935E+00   0.149874E+03
   0.800554E+00   0.124940E+03
   0.868486E+00   0.103987E+03
   0.942183E+00   0.864132E+02
   0.101542E+01   0.728003E+02
   0.126811E+01   0.434589E+02
   0.158368E+01   0.256952E+02
   0.197777E+01   0.150609E+02
   0.246994E+01   0.875852E+01
   0.308458E+01   0.505717E+01
   0.385217E+01   0.290103E+01
   0.481078E+01   0.165428E+01
   0.600794E+01   0.938194E+00
   0.750301E+01   0.529406E+00
   0.937012E+01   0.297343E+00
   0.117019E+02   0.166277E+00
   0.146139E+02   0.926004E-01
   0.182505E+02   0.513643E-01
   0.227921E+02   0.283786E-01
   0.284639E+02   0.156149E-01
   0.355471E+02   0.855318E-02
   0.443930E+02   0.466027E-02
   0.554402E+02   0.252211E-02
   0.692364E+02   0.135245E-02
   0.864658E+02   0.715665E-03
   0.107983E+03   0.371202E-03
   0.134854E+03   0.186651E-03
   0.168412E+03   0.893464E-04
   0.210322E+03   0.394979E-04
   0.262660E+03   0.153028E-04
   0.328022E+03   0.471275E-05
   0.409650E+03   0.927196E-06
   0.511591E+03   0.509269E-07
